SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_Event_ID,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Source_Tab,Match_Type,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Santa_Recombinant_Full,Santa_Recombinant_List,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,Reaches_End,Reaches_Start,RDP_Recombinant_Full,RDP_Recombinant_List,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,All_Collected_Recombinants,All_Collected_Recombinants_Count,Recombinants_List,Coverage_Percentage,Start_Gap,End_Gap,_Total_Distance,RDP_Match_Types,Tag,Santa_ID,Santa_Breakpoints,Recombinant_Match_Score,Start_End_Diff_Score,RDP_Set,Tag_Specific_Quality_Score,Tag_Rank,Global_Rank,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining
1_Recombination events.csv|9903,9903,1_Recombination events.csv,4968,5703,['46'],1000,0.0002,0.02,0.1,5000,50,2,4968,5700,4968-5700,['46'],['39'],"['21', '11']",0.0,3.0,3.0,99.6,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,🎯 Perfect (1/1),58.92,100.0,1/1,100.0,1.0,1.0,1/1,98.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9903,4968-5703,100.0,99.7,2,100.0,1,1,7,7,10,39,3,32,70.0%,17.9%,✅ Equal,49,14,35
73_Recombination events.csv|9970,9970,73_Recombination events.csv,2865,10000,['38'],1000,0.0002,0.02,0.1,5000,50,9,2969,9999,2969-9999,['38'],['46'],['4'],104.0,1.0,105.0,98.52838121934127,2865.0,716.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,54.705676243868254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,9970,2865-10000,100.0,89.5,9,94.88465396188565,5,259,9,9,9,56,0,47,100.0%,16.1%,✅ Equal,65,18,47
3_Recombination events.csv|10021,10021,3_Recombination events.csv,3315,7542,['9'],1000,0.0002,0.02,0.1,5000,50,12,3262,7616,3262-7616,['9'],['32'],['8'],53.0,74.0,127.0,100.0,4227.0,1056.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10021,3315-7542,100.0,87.3,12,93.91348088531187,4,260,12,12,17,31,5,19,70.6%,38.7%,✅ Equal,48,24,24
28_Recombination events.csv|10007,10007,28_Recombination events.csv,5085,10000,['5'],1000,0.0002,0.02,0.1,5000,50,10,4986,9970,4986-9970,['5'],"['17', '31']",['33'],99.0,30.0,129.0,99.4,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.88,100.0,1/1,100.0,1.0,1.0,1/1,86.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,10007,5085-10000,100.0,87.1,1,93.6372745490982,4,261,12,11,14,70,2,59,85.7%,15.7%,❌ Diff: RDP=12 vs Santa=11,84,23,61
23_Recombination events.csv|9851,9851,23_Recombination events.csv,6501,9858,['13'],1000,0.0002,0.02,0.1,5000,50,1,6498,9988,6498-9988,['13'],"['7', '30', '6', '18', '15', '47', '1', '29', '41', '28', '10', '20', '2', '46']",['48'],3.0,130.0,133.0,100.0,3357.0,839.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,9851,6501-9858,100.0,86.7,1,93.3933933933934,4,262,12,11,21,43,9,32,57.1%,25.6%,❌ Diff: RDP=12 vs Santa=11,64,23,41
91_Recombination events.csv|9836,9836,91_Recombination events.csv,6507,10000,['32'],1000,0.0002,0.02,0.1,5000,50,1,6508,9861,6508-9861,['32'],"['40', '31', '33']","['3', '9', '8']",1.0,139.0,140.0,96.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),54.2,100.0,1/1,100.0,1.0,1.0,1/1,80.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,9836,6507-10000,100.0,86.0,1,93.08617234468937,2,263,7,7,8,35,1,28,87.5%,20.0%,✅ Equal,43,14,29
5_Recombination events.csv|2750,2750,5_Recombination events.csv,3168,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,4,3127,9999,3127-9999,"['24', '40', '31', '41', '45', '5', '4', '23', '12', '22', '3', '28', '48', '7', '38', '16', '26', '34']","['17', '46', '39']",['8'],41.0,1.0,42.0,100.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (18/18),57.0,36.0,18/18,100.0,50.0,18.0,18/18,93.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2750,3168-10000,88.88888888888889,95.8,4,92.3923923923924,4,264,12,10,19,46,7,36,63.2%,21.7%,❌ Diff: RDP=12 vs Santa=10,65,22,43
44_Recombination events.csv|9793,9793,44_Recombination events.csv,4626,5697,"['19', '30', '31', '45']",1000,0.0002,0.02,0.1,5000,50,6,4780,5702,4780-5702,"['19', '30', '31', '45']","['39', '40', '1', '12', '37', '44', '3', '17', '16', '2']","['10', '27']",154.0,5.0,159.0,85.62091503267973,1071.0,267.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,52.124183006535944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,9793,4626-5697,100.0,84.1,6,92.09209209209209,6,265,9,9,12,35,3,26,75.0%,25.7%,✅ Equal,47,18,29
92_Recombination events.csv|714,714,92_Recombination events.csv,1464,2871,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,7,1460,2934,1460-2934,"['27', '17', '37', '42', '4', '33', '25', '36', '21', '28', '49', '18', '13', '39', '48', '50', '22', '40', '34', '19', '44']","['3', '26', '29', '24']","['38', '8', '23', '16', '11', '2', '35', '32', '14', '1', '46', '47', '5', '41', '30', '7', '9', '15', '43', '31']",4.0,63.0,67.0,100.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (21/21),57.0,42.0,21/21,100.0,50.0,21.0,21/21,76.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,714,1464-2871,90.47619047619048,93.3,7,91.93479193479193,2,266,7,7,10,34,3,27,70.0%,20.6%,✅ Equal,44,14,30
81_Recombination events.csv|9267,9267,81_Recombination events.csv,5724,10000,"['10', '13', '14', '17', '2', '22', '29', '3', '31', '34', '35', '36', '41', '42', '44', '46', '6', '7', '8']",1000,0.0002,0.02,0.1,5000,50,2,5726,9996,5726-9996,"['8', '2', '3', '17', '35', '6', '29', '14', '42', '46', '36', '41', '13', '10', '7', '22', '34', '44', '31']","['48', '50', '20', '23', '25', '40', '21', '37', '18', '24']","['30', '43', '16', '19']",2.0,4.0,6.0,99.9,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (19/19),58.980000000000004,100.0,19/19,100.0,19.0,19.0,19/19,99.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,9267,5724-10000,84.21052631578947,99.4,2,91.80526315789473,4,267,7,7,9,46,2,39,77.8%,15.2%,✅ Equal,55,14,41
65_Recombination events.csv|9268,9268,65_Recombination events.csv,2049,2655,"['15', '2', '24', '3', '34', '36', '39', '40', '43', '46', '8']",1000,0.0002,0.02,0.1,5000,50,5,2047,2654,2047-2654,"['15', '36', '40', '34', '46', '24']","['39', '49', '47', '29', '9', '8', '22', '11', '2', '37', '32', '14', '1', '3', '27', '30', '43', '13']","['50', '5', '23', '28', '41', '19', '17', '42', '35']",2.0,1.0,3.0,99.8,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (6/6),58.96,54.5,6/6,100.0,11.0,6.0,6/6,97.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,9268,2049-2655,83.33333333333334,99.7,5,91.56656656656656,3,268,7,7,10,48,3,41,70.0%,14.6%,✅ Equal,58,14,44
34_Recombination events.csv|9860,9860,34_Recombination events.csv,4731,8016,['31'],1000,0.0002,0.02,0.1,5000,50,9,4852,8094,4852-8094,['31'],['36'],['44'],121.0,78.0,199.0,96.3165905631659,3285.0,821.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,54.263318112633186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,9860,4731-8016,100.0,80.1,9,90.41372351160445,4,269,7,7,9,37,2,30,77.8%,18.9%,✅ Equal,46,14,32
24_Recombination events.csv|9550,9550,24_Recombination events.csv,3450,10000,"['18', '19', '27', '3', '36', '37', '41', '43', '48', '5', '9']",1000,0.0002,0.02,0.1,5000,50,2,3450,9996,3450-9996,"['37', '18', '48', '5', '19', '41', '27', '3', '36', '9']",['38'],"['21', '43', '15', '44', '1', '31', '16', '33', '34', '10', '20', '23']",0.0,4.0,4.0,99.9,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (10/10),58.980000000000004,90.9,10/10,100.0,11.0,10.0,10/10,99.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,9550,3450-10000,80.0,99.6,2,89.94984954864594,4,270,6,6,13,53,7,47,46.2%,11.3%,✅ Equal,66,12,54
12_Recombination events.csv|8028,8028,12_Recombination events.csv,4971,7647,"['1', '10', '12', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,11,5095,7648,5095-7648,"['6', '48', '36', '20', '42', '7', '30', '37', '43', '8', '31', '24', '4', '3', '32', '17', '10', '21', '35', '38', '40', '14', '29', '26', '28', '9', '23', '46', '47', '12', '22', '33', '34', '41', '27', '25', '50']","['13', '11', '44']","['18', '15', '5', '16', '19', '49', '2']",124.0,1.0,125.0,95.4,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (37/37),54.08,77.1,37/37,100.0,48.0,37.0,37/37,76.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,8028,4971-7647,91.8918918918919,87.5,11,89.69594594594595,5,271,8,8,14,61,6,53,57.1%,13.1%,✅ Equal,75,16,59
95_Recombination events.csv|9431,9431,95_Recombination events.csv,5415,5520,"['12', '13', '14', '15', '16', '21', '22', '23', '26', '28', '32', '35', '36', '37', '38', '41', '43', '48', '49', '6', '8', '9']",1000,0.0002,0.02,0.1,5000,50,15,5422,5520,5422-5520,"['38', '26', '23', '16', '37', '35', '32', '14', '36', '21', '28', '41', '49', '13', '48', '9', '22', '15', '12', '43']","['2', '3', '27', '29', '1', '42', '46', '4', '33', '25', '18', '10', '24', '39', '20', '40', '19', '44', '31']","['7', '45', '11']",7.0,0.0,7.0,93.3,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (20/20),57.66,90.9,20/20,100.0,22.0,20.0,20/20,66.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,9431,5415-5520,80.0,99.3,15,89.65,4,272,10,9,15,50,5,41,66.7%,18.0%,❌ Diff: RDP=10 vs Santa=9,65,19,46
99_Recombination events.csv|5185,5185,99_Recombination events.csv,5358,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,12,5322,9990,5322-9990,"['7', '38', '22', '15', '25', '36', '32', '41', '19', '44', '49', '31']","['35', '48', '29', '5', '8', '4', '16', '12', '2', '20', '21', '23', '28', '42', '46', '24']",['27'],36.0,10.0,46.0,99.8,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (12/12),56.96,24.0,12/12,100.0,50.0,12.0,12/12,95.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,5185,5358-10000,83.33333333333334,95.4,12,89.36666666666667,4,273,8,8,13,38,5,30,61.5%,21.1%,✅ Equal,51,16,35
78_Recombination events.csv|9610,9610,78_Recombination events.csv,7116,7707,"['11', '12', '14', '16', '2', '20', '23', '25', '26', '31', '34', '35', '36', '40', '42', '46', '47', '48', '7', '9']",1000,0.0002,0.02,0.1,5000,50,4,7121,7706,7121-7706,"['7', '48', '47', '26', '9', '23', '16', '11', '40', '2', '12', '25', '36', '34', '14', '42', '31', '35']","['20', '46']","['27', '45', '15']",5.0,1.0,6.0,99.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (18/18),58.8,90.0,18/18,100.0,20.0,18.0,18/18,94.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,9610,7116-7707,77.77777777777779,99.4,4,88.63863863863864,4,274,8,8,9,47,1,39,88.9%,17.0%,✅ Equal,56,16,40
48_Recombination events.csv|9543,9543,48_Recombination events.csv,60,9252,"['1', '17', '18', '29', '3', '46', '47', '49', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,8,13,9249,13-9249,"['1', '8', '9', '47', '3', '17', '18', '46', '7', '49', '29']","['39', '41', '24', '40', '5', '22', '44', '21', '27', '13', '15', '16', '50']","['25', '6', '10', '38', '19', '26', '35']",47.0,3.0,50.0,100.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (11/11),57.0,100.0,11/11,100.0,11.0,11.0,11/11,69.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,9543,60-9252,81.81818181818183,95.0,8,88.45663845663846,5,275,8,8,20,45,12,37,40.0%,17.8%,✅ Equal,65,16,49
73_Recombination events.csv|9224,9224,73_Recombination events.csv,8472,9450,['33'],1000,0.0002,0.02,0.1,5000,50,8,8634,9524,8634-9524,['33'],['29'],['50'],162.0,74.0,236.0,83.43558282208589,978.0,244.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,51.68711656441718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,9224,8472-9450,100.0,76.4,8,88.3149448345035,6,276,9,9,9,56,0,47,100.0%,16.1%,✅ Equal,65,18,47
32_Recombination events.csv|2666,2666,32_Recombination events.csv,2676,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,8,2782,9996,2782-9996,"['30', '6', '43', '15', '22', '16', '33', '49', '28', '46', '32', '10', '13', '25', '42', '23']","['21', '18', '12', '8', '1', '19', '41', '4', '36', '20']","['7', '40', '17', '14', '5', '44', '29', '45', '11', '31', '38', '24', '34', '27', '9', '35', '2']",106.0,4.0,110.0,98.5,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (16/16),54.7,32.0,16/16,100.0,50.0,16.0,16/16,79.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2666,2676-10000,87.5,89.0,8,88.25,2,277,7,7,10,55,3,48,70.0%,12.7%,✅ Equal,65,14,51
51_Recombination events.csv|8826,8826,51_Recombination events.csv,9420,10000,"['15', '18', '2', '21', '23', '24', '29', '3', '32', '34', '36', '37', '38', '39', '41', '42', '43', '47', '50', '7']",1000,0.0002,0.02,0.1,5000,50,6,9424,9998,9424-9998,"['39', '38', '50', '23', '15', '2', '21', '36', '32', '41', '43', '42', '18']","['26', '16', '11', '27', '17', '35', '6', '45', '14', '46', '5', '4', '33', '25', '28', '30', '48', '22', '20', '12', '40', '19', '44', '31']","['10', '1']",4.0,2.0,6.0,99.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (13/13),58.8,65.0,13/13,100.0,20.0,13.0,13/13,94.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,8826,9420-10000,76.92307692307693,99.4,6,88.21128821128822,6,278,8,8,8,51,0,43,100.0%,15.7%,✅ Equal,59,16,43
65_Recombination events.csv|5956,5956,65_Recombination events.csv,7068,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,3,7138,9999,7138-9999,"['38', '8', '16', '11', '2', '3', '37', '29', '14', '1', '33', '25', '30', '13', '10', '39', '7', '48', '9', '20', '22', '12', '43', '31']","['15', '36', '40', '34', '46', '24']","['47', '32', '27', '30', '49']",70.0,1.0,71.0,97.6,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (24/24),56.519999999999996,48.0,24/24,100.0,50.0,24.0,24/24,87.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,5956,7068-10000,83.33333333333334,92.9,3,88.16316316316318,4,279,7,7,10,48,3,41,70.0%,14.6%,✅ Equal,58,14,44
37_Recombination events.csv|8090,8090,37_Recombination events.csv,2124,10000,"['11', '12', '14', '16', '17', '19', '2', '27', '3', '30', '32', '36', '4', '42', '47', '48', '5', '50', '7', '8']",1000,0.0002,0.02,0.1,5000,50,1,2137,9998,2137-9998,"['32', '42', '8', '12', '36', '27', '3', '48', '7', '30', '50', '2', '11']",['24'],"['40', '35', '25']",13.0,2.0,15.0,99.8,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (13/13),56.96,65.0,13/13,100.0,20.0,13.0,13/13,96.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,8090,2124-10000,76.92307692307693,98.5,1,87.76083776083777,4,280,9,9,13,42,4,33,69.2%,21.4%,✅ Equal,55,18,37
13_Recombination events.csv|8576,8576,13_Recombination events.csv,1377,10000,"['1', '10', '12', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '27', '28', '30', '31', '32', '33', '35', '38', '39', '4', '41', '42', '43', '44', '45', '46', '47', '49', '5', '50', '6', '7', '9']",1000,0.0002,0.02,0.1,5000,50,9,1334,9960,1334-9960,"['20', '2', '42', '7', '30', '31', '24', '4', '32', '17', '10', '21', '35', '19', '28', '9', '46', '12', '1', '22', '16', '33', '41', '25']","['43', '14', '48', '5', '29', '34', '49', '39']","['40', '37', '15', '8', '26', '3', '13']",43.0,40.0,83.0,99.5,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (24/24),56.900000000000006,64.9,24/24,100.0,37.0,24.0,24/24,69.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,8576,1377-10000,83.33333333333334,91.7,9,87.60855043420175,7,281,9,9,11,46,2,37,81.8%,19.6%,✅ Equal,57,18,39
22_Recombination events.csv|9737,9737,22_Recombination events.csv,1719,6996,"['11', '12', '19', '24', '27', '33', '40', '42']",1000,0.0002,0.02,0.1,5000,50,2,1718,6997,1718-6997,"['40', '12', '24', '33', '19', '27', '11', '42']","['1', '28', '17', '13', '47']","['43', '8', '5', '44', '22', '34', '38', '20', '25', '50']",1.0,1.0,2.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (8/8),59.0,100.0,8/8,100.0,8.0,8.0,8/8,99.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,9737,1719-6996,75.0,99.8,2,87.5,4,282,10,9,13,48,3,39,76.9%,18.8%,❌ Diff: RDP=10 vs Santa=9,61,19,42
15_Recombination events.csv|668,668,15_Recombination events.csv,6705,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,7,6718,9903,6718-9903,"['6', '48', '5', '45', '31', '33', '41', '49', '4', '36', '32', '20', '47']","['40', '43', '35', '50', '42']","['15', '44', '22', '19', '3', '17', '2']",13.0,97.0,110.0,96.7,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (13/13),56.34,26.0,13/13,100.0,50.0,13.0,13/13,83.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,668,6705-10000,84.61538461538461,89.0,7,86.94159401280766,6,283,11,11,14,54,3,43,78.6%,20.4%,✅ Equal,68,22,46
40_Recombination events.csv|9542,9542,40_Recombination events.csv,87,10000,"['18', '19', '25', '27', '29', '3', '33', '35', '4', '42', '43', '47', '48', '5', '6', '8']",1000,0.0002,0.02,0.1,5000,50,12,88,9998,88-9998,"['25', '5', '4', '8', '42', '6', '27', '3', '18', '48', '43', '33', '19', '35', '29']","['14', '40', '45', '22', '21', '28', '46', '7', '16', '50', '34']","['23', '9', '37', '10']",1.0,2.0,3.0,100.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (15/15),59.0,93.8,15/15,100.0,16.0,15.0,15/15,82.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,9542,87-10000,73.33333333333333,99.7,12,86.56656656656656,4,284,9,8,13,29,4,21,69.2%,27.6%,❌ Diff: RDP=9 vs Santa=8,42,17,25
6_Recombination events.csv|9667,9667,6_Recombination events.csv,3144,9420,"['11', '12', '13', '33', '37', '4', '40', '41', '43', '44', '49', '8']",1000,0.0002,0.02,0.1,5000,50,4,3142,9420,3142-9420,"['41', '40', '4', '8', '12', '37', '44', '13', '43', '33', '11']","['39', '23', '22', '6', '36', '38', '50', '29']","['5', '26', '17', '7', '2']",2.0,0.0,2.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (11/11),59.0,91.7,11/11,100.0,12.0,11.0,11/11,99.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9667,3144-9420,72.72727272727273,99.8,4,86.26363636363637,4,285,6,6,12,34,6,28,50.0%,17.6%,✅ Equal,46,12,34
36_Recombination events.csv|9913,9913,36_Recombination events.csv,279,2250,"['16', '36']",1000,0.0002,0.02,0.1,5000,50,5,558,2250,558-2250,"['16', '36']","['17', '25']","['32', '23', '8', '6', '28', '50', '20']",279.0,0.0,279.0,85.84474885844749,1971.0,492.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,52.1689497716895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,9913,279-2250,100.0,72.1,5,86.12224448897796,4,286,9,9,16,42,7,33,56.2%,21.4%,✅ Equal,58,18,40
41_Recombination events.csv|9937,9937,41_Recombination events.csv,573,10000,"['12', '17', '22', '26', '3', '37', '47', '7']",1000,0.0002,0.02,0.1,5000,50,3,574,9998,574-9998,"['12', '22', '37', '3', '17', '7', '47']","['19', '50', '31', '25']","['14', '34']",1.0,2.0,3.0,100.0,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (7/7),59.0,87.5,7/7,100.0,8.0,7.0,7/7,97.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,9937,573-10000,71.42857142857143,99.7,3,85.71428571428572,3,287,6,6,9,45,3,39,66.7%,13.3%,✅ Equal,54,12,42
66_Recombination events.csv|9604,9604,66_Recombination events.csv,8166,9693,"['16', '22', '26', '42', '47', '6', '7']",1000,0.0002,0.02,0.1,5000,50,2,8166,9694,8166-9694,"['7', '6', '47', '26', '22', '16', '42']","['38', '29', '9', '4', '15', '20', '33', '21', '27', '18']","['8', '2', '28', '45', '41', '13', '24']",0.0,1.0,1.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (7/7),59.0,100.0,7/7,100.0,7.0,7.0,7/7,99.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,9604,8166-9693,57.14285714285714,99.9,2,85.71428571428571,2,288,7,7,7,45,0,38,100.0%,15.6%,✅ Equal,52,14,38
17_Recombination events.csv|9438,9438,17_Recombination events.csv,2193,10000,"['1', '14', '15', '17', '18', '19', '2', '25', '26', '28', '29', '30', '31', '33', '34', '35', '37', '38', '4', '42', '44', '45', '7', '9']",1000,0.0002,0.02,0.1,5000,50,1,2193,9998,2193-9998,"['37', '18', '15', '44', '1', '26', '29', '25', '19', '28', '4', '9', '35', '2']","['8', '5', '24', '16', '41', '49', '36']","['47', '43', '20', '22', '46', '10', '13', '38', '50', '23']",0.0,2.0,2.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (14/14),59.0,58.3,14/14,100.0,24.0,14.0,14/14,99.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,9438,2193-10000,71.42857142857143,99.8,1,85.66423566423566,3,289,8,7,12,44,4,37,66.7%,15.9%,❌ Diff: RDP=8 vs Santa=7,56,15,41
