Unnamed: 0,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,Reaches_Start,Reaches_End,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
5,6,1,100.0,32,9922,1,Standard_Match,Step 1: Approximate,7,8,10,55,3,47,70.0%,14.5%,❌ Diff: RDP=7 vs Santa=8,65,15,50,32_Recombination events.csv|9922,9922,32_Recombination events.csv,2814,9393,['3'],1000,0.0002,0.02,0.1,5000,50,2814,9393,2814-9393,['3'],['9'],"['19', '21', '8']",0.0,0.0,0.0,100.0,3421.0,855.2,25.0,Exact Recombinant Match,,60.0,,,,,,,100,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1,2814-9393,100.0%,100.0%,0,100.0,,,,,,,,,,100.0,100.0,0,1,7,0,1,❌ None
6,7,1,100.0,31,9881,1,Standard_Match,Step 1: Approximate,5,5,9,63,4,58,55.6%,7.9%,✅ Equal,72,10,62,31_Recombination events.csv|9881,9881,31_Recombination events.csv,4902,10000,['22'],1000,0.0002,0.02,0.1,5000,50,4905,9994,4905-9994,['22'],['1'],"['33', '11', '24']",3.0,6.0,9.0,99.82346018046292,4902.0,1225.5,25.0,Exact Recombinant Match,,58.964692036092586,,,,,,,90,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1,4902-10000,99.8%,100.0%,0,99.82346018046292,,,,,,,,,,100.0,99.1,0,1,7,0,1,❌ None
7,8,3,100.0,29,10016,5,Standard_Match,Step 1: Approximate,6,6,6,34,0,28,100.0%,17.6%,✅ Equal,40,12,28,29_Recombination events.csv|10016,10016,29_Recombination events.csv,5868,8724,['42'],1000,0.0002,0.02,0.1,5000,50,5868,8722,5868-8722,['42'],['20'],"['30', '19', '44']",0.0,2.0,2.0,99.92997198879551,2856.0,714.0,25.0,Exact Recombinant Match,,58.9859943977591,,,,,,,90,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,5,5868-8724,99.9%,100.0%,0,99.92997198879551,,,,,,,,,,100.0,99.8,0,1,7,0,5,❌ None
8,9,1,100.0,29,9933,2,🎯 Perfect Match (1/1),Step 2: Best Match,6,6,6,34,0,28,100.0%,17.6%,✅ Equal,40,12,28,29_Recombination events.csv|9933,9933,29_Recombination events.csv,8391,10000,['5'],1000,0.0002,0.02,0.1,5000,50,8392,9999,8392-9999,['5'],"['9', '2', '48']","['50', '15']",1.0,1.0,2.0,99.9,,,,,🎯 Perfect (1/1),58.98,100.0,1/1,100.0,1.0,1.0,1/1,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,8391-10000,99.9%,100.0%,0,99.9,,,,,,,,,,100.0,99.8,0,1,1,0,2,❌ None
9,10,1,100.0,34,9909,5,Standard_Match,Step 1: Approximate,8,7,9,37,1,30,88.9%,18.9%,❌ Diff: RDP=8 vs Santa=7,46,15,31,34_Recombination events.csv|9909,9909,34_Recombination events.csv,3471,9870,['7'],1000,0.0002,0.02,0.1,5000,50,3466,9866,3466-9866,['7'],['47'],['9'],5.0,4.0,9.0,99.93749023284887,3601.0,900.2,25.0,Exact Recombinant Match,,58.98749804656978,,,,,,,90,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,5,3471-9870,99.9%,100.0%,0,99.93749023284887,,,,,,,,,,100.0,99.1,0,1,7,0,5,❌ None
10,11,1,100.0,48,9936,3,🎯 Perfect Match (1/1),Step 2: Best Match,10,9,20,45,10,36,50.0%,20.0%,❌ Diff: RDP=10 vs Santa=9,65,19,46,48_Recombination events.csv|9936,9936,48_Recombination events.csv,3075,3828,['45'],1000,0.0002,0.02,0.1,5000,50,3076,3828,3076-3828,['45'],['15'],['42'],1.0,0.0,1.0,99.9,,,,,🎯 Perfect (1/1),58.98,100.0,1/1,100.0,1.0,1.0,1/1,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,3,3075-3828,99.9%,100.0%,0,99.9,,,,,,,,,,100.0,99.9,0,1,1,0,3,❌ None
11,12,1,100.0,45,10085,1,🎯 Perfect Match (1/1),Step 2: Best Match,2,2,4,35,2,33,50.0%,5.7%,✅ Equal,39,4,35,45_Recombination events.csv|10085,10085,45_Recombination events.csv,744,5160,['18'],1000,0.0002,0.02,0.1,5000,50,745,5160,745-5160,['18'],['13'],['31'],1.0,0.0,1.0,100.0,,,,,🎯 Perfect (1/1),59.0,100.0,1/1,100.0,1.0,1.0,1/1,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1,744-5160,100.0%,100.0%,0,100.0,,,,,,,,,,100.0,99.9,0,1,1,0,1,❌ None
12,13,1,100.0,44,9972,3,Standard_Match,Step 1: Approximate,9,9,12,35,3,26,75.0%,25.7%,✅ Equal,47,18,29,44_Recombination events.csv|9972,9972,44_Recombination events.csv,582,1113,['16'],1000,0.0002,0.02,0.1,5000,50,582,1114,582-1114,['16'],['49'],['37'],0.0,1.0,1.0,100.0,531.0,132.8,25.0,Exact Recombinant Match,,59.0,,,,,,,90,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,3,582-1113,100.0%,100.0%,0,100.0,,,,,,,,,,100.0,99.9,0,1,7,0,3,❌ None
13,14,1,100.0,40,10012,2,🎯 Perfect Match (1/1),Step 2: Best Match,9,9,13,29,4,20,69.2%,31.0%,✅ Equal,42,18,24,40_Recombination events.csv|10012,10012,40_Recombination events.csv,2007,7875,['31'],1000,0.0002,0.02,0.1,5000,50,2007,7874,2007-7874,['31'],"['14', '7']","['32', '39', '1', '44', '13', '30', '11']",0.0,1.0,1.0,100.0,,,,,🎯 Perfect (1/1),59.0,100.0,1/1,100.0,1.0,1.0,1/1,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,2007-7875,100.0%,100.0%,0,100.0,,,,,,,,,,100.0,99.9,0,1,1,0,2,❌ None
14,15,1,100.0,39,10099,1,🎯 Perfect Match (1/1),Step 2: Best Match,8,8,14,53,6,45,57.1%,15.1%,✅ Equal,67,16,51,39_Recombination events.csv|10099,10099,39_Recombination events.csv,4824,10000,['14'],1000,0.0002,0.02,0.1,5000,50,4824,9998,4824-9998,['14'],['10'],"['5', '39', '30']",0.0,2.0,2.0,100.0,,,,,🎯 Perfect (1/1),59.0,100.0,1/1,100.0,1.0,1.0,1/1,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1,4824-10000,100.0%,100.0%,0,100.0,,,,,,,,,,100.0,99.8,0,1,1,0,1,❌ None
15,16,1,100.0,37,9909,2,🎯 Perfect Match (1/1),Step 2: Best Match,9,8,13,42,4,34,69.2%,19.0%,❌ Diff: RDP=9 vs Santa=8,55,17,38,37_Recombination events.csv|9909,9909,37_Recombination events.csv,2595,7740,['19'],1000,0.0002,0.02,0.1,5000,50,2596,7740,2596-7740,['19'],"['46', '37', '21']","['14', '41', '45', '23', '22', '44', '34', '13', '18', '28', '15', '43', '38', '33', '49', '26', '20', '29']",1.0,0.0,1.0,100.0,,,,,🎯 Perfect (1/1),59.0,100.0,1/1,100.0,1.0,1.0,1/1,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,2595-7740,100.0%,100.0%,0,100.0,,,,,,,,,,100.0,99.9,0,1,1,0,2,❌ None
16,17,1,100.0,36,9917,6,Standard_Match,Step 1: Approximate,10,9,16,42,6,33,62.5%,21.4%,❌ Diff: RDP=10 vs Santa=9,58,19,39,36_Recombination events.csv|9917,9917,36_Recombination events.csv,4839,7782,['46'],1000,0.0002,0.02,0.1,5000,50,4839,7784,4839-7784,['46'],"['48', '29']",['18'],0.0,2.0,2.0,100.0,2943.0,735.8,25.0,Exact Recombinant Match,,59.0,,,,,,,90,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,6,4839-7782,100.0%,100.0%,0,100.0,,,,,,,,,,100.0,99.8,0,1,7,0,6,❌ None
17,18,1,100.0,33,9696,1,Standard_Match,Step 1: Approximate,5,5,7,49,2,44,71.4%,10.2%,✅ Equal,56,10,46,33_Recombination events.csv|9696,9696,33_Recombination events.csv,2088,10000,"['13', '43']",1000,0.0002,0.02,0.1,5000,50,2086,9996,2086-9996,"['13', '43']",['30'],"['32', '1', '45', '42', '8', '36', '21', '17', '18', '46', '48', '7', '50', '26', '35', '11']",2.0,4.0,6.0,99.94944388270982,2088.0,522.0,25.0,Exact Recombinant Match,,58.98988877654196,,,,,,,90,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1,2088-10000,99.9%,100.0%,0,99.94944388270982,,,,,,,,,,100.0,99.4,0,1,7,0,1,❌ None
18,19,2,99.94994994994994,48,9873,2,Standard_Match,Step 1: Approximate,10,9,20,45,10,36,50.0%,20.0%,❌ Diff: RDP=10 vs Santa=9,65,19,46,48_Recombination events.csv|9873,9873,48_Recombination events.csv,2163,3663,['43'],1000,0.0002,0.02,0.1,5000,50,2164,3664,2164-3664,['43'],"['6', '25']","['4', '37', '36', '20', '11']",1.0,1.0,2.0,99.93333333333332,1500.0,375.0,25.0,Exact Recombinant Match,,58.986666666666665,,,,,,,90,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,2163-3663,99.9%,100.0%,0,99.93333333333332,,,,,,,,,,100.0,99.8,0,1,7,0,2,❌ None
19,20,1,99.94994994994994,35,9875,2,⭐ Excellent Match (1/1),Step 2: Best Match,8,8,12,65,4,57,66.7%,12.3%,✅ Equal,77,16,61,35_Recombination events.csv|9875,9875,35_Recombination events.csv,2886,3819,['20'],1000,0.0002,0.02,0.1,5000,50,2886,3817,2886-3817,['20'],"['31', '25', '22', '27', '13', '18', '29', '38', '33', '19', '34', '50', '11']",['49'],0.0,2.0,2.0,99.8,,,,,🎯 Perfect (1/1),58.96,100.0,1/1,100.0,1.0,1.0,1/1,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,2886-3819,99.8%,100.0%,0,99.8,,,,,,,,,,100.0,99.8,0,1,2,0,2,❌ None
20,21,2,99.94994994994994,40,9969,1,🎯 Perfect Match (1/1),Step 2: Best Match,9,9,13,29,4,20,69.2%,31.0%,✅ Equal,42,18,24,40_Recombination events.csv|9969,9969,40_Recombination events.csv,5799,10000,['17'],1000,0.0002,0.02,0.1,5000,50,5799,9998,5799-9998,['17'],"['28', '46', '21']","['32', '2', '15', '38', '26']",0.0,2.0,2.0,100.0,,,,,🎯 Perfect (1/1),59.0,100.0,1/1,100.0,1.0,1.0,1/1,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1,5799-10000,100.0%,100.0%,0,100.0,,,,,,,,,,100.0,99.8,0,1,1,0,1,❌ None
21,22,4,99.9498997995992,29,10060,3,Standard_Match,Step 1: Approximate,6,6,6,34,0,28,100.0%,17.6%,✅ Equal,40,12,28,29_Recombination events.csv|10060,10060,29_Recombination events.csv,4815,8130,['2'],1000,0.0002,0.02,0.1,5000,50,4816,8128,4816-8128,['2'],"['7', '6', '14', '39', '33', '32', '10', '21', '25', '47']",['48'],1.0,2.0,3.0,99.90950226244344,3315.0,828.8,25.0,Exact Recombinant Match,,58.98190045248869,,,,,,,90,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,3,4815-8130,99.9%,100.0%,0,99.90950226244344,,,,,,,,,,100.0,99.7,0,1,7,0,3,❌ None
22,23,2,99.9498997995992,36,9892,1,🎯 Perfect Match (1/1),Step 2: Best Match,10,9,16,42,6,33,62.5%,21.4%,❌ Diff: RDP=10 vs Santa=9,58,19,39,36_Recombination events.csv|9892,9892,36_Recombination events.csv,7563,10000,['44'],1000,0.0002,0.02,0.1,5000,50,7564,9998,7564-9998,['44'],"['17', '25']","['48', '29']",1.0,2.0,3.0,99.9,,,,,🎯 Perfect (1/1),58.98,100.0,1/1,100.0,1.0,1.0,1/1,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1,7563-10000,99.9%,100.0%,0,99.9,,,,,,,,,,100.0,99.7,0,1,1,0,1,❌ None
23,24,1,99.94984954864594,41,10050,1,Standard_Match,Step 1: Approximate,6,6,9,45,3,39,66.7%,13.3%,✅ Equal,54,12,42,41_Recombination events.csv|10050,10050,41_Recombination events.csv,4782,10000,['26'],1000,0.0002,0.02,0.1,5000,50,4782,9996,4782-9996,['26'],['16'],"['1', '5', '8', '12', '6', '27', '28', '35']",0.0,4.0,4.0,99.9233422767344,4782.0,1195.5,25.0,Exact Recombinant Match,,58.98466845534688,,,,,,,90,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1,4782-10000,99.9%,100.0%,0,99.9233422767344,,,,,,,,,,100.0,99.6,0,1,7,0,1,❌ None
24,25,2,99.94984954864594,30,9849,5,✅ Complete Match (1/1),Step 2: Best Match,9,9,10,34,1,25,90.0%,26.5%,✅ Equal,44,18,26,30_Recombination events.csv|9849,9849,30_Recombination events.csv,270,10000,['7'],1000,0.0002,0.02,0.1,5000,50,269,9997,269-9997,['7'],"['9', '27']",['31'],1.0,3.0,4.0,100.0,,,,,🎯 Perfect (1/1),59.0,100.0,1/1,100.0,1.0,1.0,1/1,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,5,270-10000,100.0%,100.0%,0,100.0,,,,,,,,,,100.0,99.6,0,1,3,0,5,❌ None
25,26,2,99.8998998998999,35,9861,1,🎯 Perfect Match (1/1),Step 2: Best Match,8,8,12,65,4,57,66.7%,12.3%,✅ Equal,77,16,61,35_Recombination events.csv|9861,9861,35_Recombination events.csv,2823,10000,['9'],1000,0.0002,0.02,0.1,5000,50,2822,9998,2822-9998,['9'],['6'],"['44', '45', '21']",1.0,2.0,3.0,100.0,,,,,🎯 Perfect (1/1),59.0,100.0,1/1,100.0,1.0,1.0,1/1,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1,2823-10000,100.0%,100.0%,0,100.0,,,,,,,,,,100.0,99.7,0,1,1,0,1,❌ None
26,27,1,99.8998998998999,50,9770,5,Standard_Match,Step 1: Approximate,7,7,7,27,0,20,100.0%,25.9%,✅ Equal,34,14,20,50_Recombination events.csv|9770,9770,50_Recombination events.csv,6021,10000,['34'],1000,0.0002,0.02,0.1,5000,50,6022,9998,6022-9998,['34'],"['32', '14', '25', '3', '46', '15', '50', '26', '35', '11']","['19', '1', '21']",1.0,2.0,3.0,99.92460417190247,3979.0,994.8,25.0,Exact Recombinant Match,,58.9849208343805,,,,,,,90,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,5,6021-10000,99.9%,100.0%,0,99.92460417190247,,,,,,,,,,100.0,99.7,0,1,7,0,5,❌ None
27,28,1,99.8998998998999,49,10043,5,⭐ Excellent Match (1/1),Step 2: Best Match,6,6,11,48,5,42,54.5%,12.5%,✅ Equal,59,12,47,49_Recombination events.csv|10043,10043,49_Recombination events.csv,2967,3345,['5'],1000,0.0002,0.02,0.1,5000,50,2966,3343,2966-3343,['5'],"['31', '10']",['9'],1.0,2.0,3.0,99.5,,,,,🎯 Perfect (1/1),58.900000000000006,100.0,1/1,100.0,1.0,1.0,1/1,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,5,2967-3345,99.5%,100.0%,0,99.5,,,,,,,,,,100.0,99.7,0,1,2,0,5,❌ None
28,29,5,99.8997995991984,29,10061,4,Standard_Match,Step 1: Approximate,6,6,6,34,0,28,100.0%,17.6%,✅ Equal,40,12,28,29_Recombination events.csv|10061,10061,29_Recombination events.csv,7383,10000,"['17', '24']",1000,0.0002,0.02,0.1,5000,50,7386,9999,7386-9999,"['17', '24']","['6', '45', '7', '30', '37', '43', '8', '44', '31', '32', '10', '21', '38', '14', '29', '26', '19', '49', '39', '46', '47', '12', '22', '33', '27', '13', '25']","['50', '15']",3.0,1.0,4.0,99.84715322888805,2617.0,654.2,25.0,Exact Recombinant Match,,58.96943064577761,,,,,,,90,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,4,7383-10000,99.8%,100.0%,0,99.84715322888805,,,,,,,,,,100.0,99.6,0,1,7,0,4,❌ None
29,30,1,99.89969909729189,46,9998,2,Standard_Match,Step 1: Approximate,6,6,6,37,0,31,100.0%,16.2%,✅ Equal,43,12,31,46_Recombination events.csv|9998,9998,46_Recombination events.csv,279,870,['19'],1000,0.0002,0.02,0.1,5000,50,276,872,276-872,['19'],['36'],['15'],3.0,2.0,5.0,100.0,591.0,147.8,25.0,Exact Recombinant Match,,59.0,,,,,,,90,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,279-870,100.0%,100.0%,0,100.0,,,,,,,,,,100.0,99.5,0,1,7,0,2,❌ None
30,31,3,99.84984984984985,40,9904,3,Standard_Match,Step 1: Approximate,9,9,13,29,4,20,69.2%,31.0%,✅ Equal,42,18,24,40_Recombination events.csv|9904,9904,40_Recombination events.csv,1056,7224,['47'],1000,0.0002,0.02,0.1,5000,50,1060,7224,1060-7224,['47'],['24'],"['5', '4', '42', '6', '27', '43', '33', '29']",4.0,0.0,4.0,99.93514915693903,3832.0,958.0,25.0,Exact Recombinant Match,,58.987029831387815,,,,,,,90,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,3,1056-7224,99.9%,100.0%,0,99.93514915693903,,,,,,,,,,100.0,99.6,0,1,7,0,3,❌ None
31,32,1,99.84833164812942,42,9762,6,⭐ Excellent Match (1/1),Step 2: Best Match,8,7,10,48,2,41,80.0%,14.6%,❌ Diff: RDP=8 vs Santa=7,58,15,43,42_Recombination events.csv|9762,9762,42_Recombination events.csv,8526,10000,"['28', '29']",1000,0.0002,0.02,0.1,5000,50,8518,9994,8518-9994,"['28', '29']","['20', '15']","['5', '8']",8.0,6.0,14.0,99.6,,,,,✅ Complete (2/2),58.92,100.0,2/2,100.0,2.0,2.0,2/2,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,6,8526-10000,99.6%,100.0%,0,99.6,,,,,,,,,,100.0,98.6,0,1,2,0,6,❌ None
32,33,2,99.7997997997998,27,9848,4,🎯 Perfect Match (1/1),Step 2: Best Match,13,13,18,67,5,54,72.2%,19.4%,✅ Equal,85,26,59,27_Recombination events.csv|9848,9848,27_Recombination events.csv,5592,10000,['25'],1000,0.0002,0.02,0.1,5000,50,5593,9996,5593-9996,['25'],"['30', '8', '44', '33', '34', '28', '36', '11', '42']","['17', '21', '43', '48']",1.0,4.0,5.0,99.9,,,,,🎯 Perfect (1/1),58.98,100.0,1/1,100.0,1.0,1.0,1/1,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,4,5592-10000,99.9%,100.0%,0,99.9,,,,,,,,,,100.0,99.5,0,1,1,0,4,❌ None
33,34,2,99.79818365287588,34,9842,2,⭐ Excellent Match (1/1),Step 2: Best Match,8,7,9,37,1,30,88.9%,18.9%,❌ Diff: RDP=8 vs Santa=7,46,15,31,34_Recombination events.csv|9842,9842,34_Recombination events.csv,2904,7131,['33'],1000,0.0002,0.02,0.1,5000,50,2914,7134,2914-7134,['33'],"['1', '25', '48', '30', '34']","['32', '12', '37', '36', '13', '28', '14', '31', '4', '10', '24', '46', '15', '7', '50', '2', '35', '47', '44', '17', '38', '29']",10.0,3.0,13.0,99.8,,,,,🎯 Perfect (1/1),58.96,100.0,1/1,100.0,1.0,1.0,1/1,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,2904-7131,99.8%,100.0%,0,99.8,,,,,,,,,,100.0,98.7,0,1,2,0,2,❌ None
34,35,2,99.79777553083925,42,9834,1,⭐ Excellent Match (1/1),Step 2: Best Match,8,7,10,48,2,41,80.0%,14.6%,❌ Diff: RDP=8 vs Santa=7,58,15,43,42_Recombination events.csv|9834,9834,42_Recombination events.csv,1611,7050,['23'],1000,0.0002,0.02,0.1,5000,50,1608,7038,1608-7038,['23'],['45'],"['40', '12', '47', '21', '3', '10', '30', '16', '11']",3.0,12.0,15.0,99.8,,,,,🎯 Perfect (1/1),56.96,100.0,1/1,100.0,1.0,1.0,1/1,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1,1611-7050,99.8%,100.0%,0,99.8,,,,,,,,,,100.0,98.5,0,1,2,0,1,❌ None
35,36,2,99.74974974974975,50,9788,2,🎯 Perfect Match (1/1),Step 2: Best Match,7,7,7,27,0,20,100.0%,25.9%,✅ Equal,34,14,20,50_Recombination events.csv|9788,9788,50_Recombination events.csv,5625,10000,"['43', '47']",1000,0.0002,0.02,0.1,5000,50,5626,9995,5626-9995,"['43', '47']",['18'],"['32', '14', '25', '3', '50', '26', '35', '11']",1.0,5.0,6.0,99.9,,,,,✅ Complete (2/2),58.98,100.0,2/2,100.0,2.0,2.0,2/2,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,5625-10000,99.9%,100.0%,0,99.9,,,,,,,,,,100.0,99.4,0,1,1,0,2,❌ None
36,37,3,99.74974974974975,50,9786,1,Standard_Match,Step 1: Approximate,7,7,7,27,0,20,100.0%,25.9%,✅ Equal,34,14,20,50_Recombination events.csv|9786,9786,50_Recombination events.csv,3063,5568,['33'],1000,0.0002,0.02,0.1,5000,50,3062,5563,3062-5563,['33'],['25'],"['41', '31', '8', '22', '30', '2']",1.0,5.0,6.0,99.8003992015968,2505.0,626.2,25.0,Exact Recombinant Match,,58.960079840319366,,,,,,,90,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1,3063-5568,99.8%,100.0%,0,99.8003992015968,,,,,,,,,,100.0,99.4,0,1,7,0,1,❌ None
37,38,3,99.749498997996,36,9913,"5, 9",Cross Match (Case_S1_E2E),Step 6: Cross Matches,10,9,16,42,6,33,62.5%,21.4%,❌ Diff: RDP=10 vs Santa=9,58,19,39,36_Recombination events.csv|9913,9913,36_Recombination events.csv,279,2250,"['16', '36']",1000,0.0002,0.02,0.1,5000,50,272,2250,272-477 | 558-2250,"['16', '36'] | ['16', '36']","['17', '25'] | ['17', '25']","['32', '23', '8', '6', '44', '28', '48', '50', '20', '29'] | ['32', '23', '8', '6', '28', '50', '20']",,,,,,,,,,85.5,,,100.0,,,,50,,,,,,,100.0,,,,,100.0,,,,2.0,,,,,,,,,100.0,✅ Yes,✅ Yes,9.0,5.0,,0.0,✅ Yes,✅ Yes,"5, 9",279-2250,100.0%,100.0%,100,100.0,,,,,,,,,,100.0,99.3,5,3,4,100,"5,9",✅ Start+End
38,39,1,99.749498997996,38,10298,1,Standard_Match,Step 1: Approximate,8,8,10,33,2,25,80.0%,24.2%,✅ Equal,43,16,27,38_Recombination events.csv|10298,10298,38_Recombination events.csv,2916,10000,"['12', '48']",1000,0.0002,0.02,0.1,5000,50,2915,9994,2915-9994,"['12', '48']",['18'],"['25', '42', '9', '3', '49', '10', '19', '26', '47']",1.0,6.0,7.0,99.91530208921512,2916.0,729.0,25.0,Exact Recombinant Match,,58.98306041784303,,,,,,,90,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1,2916-10000,99.9%,100.0%,0,99.91530208921512,,,,,,,,,,100.0,99.3,0,1,7,0,1,❌ None
39,40,4,99.6993987975952,36,9563,4,Standard_Match,Step 1: Approximate,10,9,16,42,6,33,62.5%,21.4%,❌ Diff: RDP=10 vs Santa=9,58,19,39,36_Recombination events.csv|9563,9563,36_Recombination events.csv,6426,8502,"['31', '7']",1000,0.0002,0.02,0.1,5000,50,6432,8504,6432-8504,"['31', '7']","['17', '25']","['12', '18', '46', '10', '19', '2']",6.0,2.0,8.0,99.71098265895954,2076.0,519.0,25.0,Exact Recombinant Match,,58.94219653179191,,,,,,,90,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,4,6426-8502,99.7%,100.0%,0,99.71098265895954,,,,,,,,,,100.0,99.2,0,1,7,0,4,❌ None
40,41,2,99.64964964964965,44,9993,1,🎯 Perfect Match (1/1),Step 2: Best Match,9,9,12,35,3,26,75.0%,25.7%,✅ Equal,47,18,29,44_Recombination events.csv|9993,9993,44_Recombination events.csv,4758,10000,['24'],1000,0.0002,0.02,0.1,5000,50,4756,9994,4756-9994,['24'],['27'],"['13', '28', '7', '49', '47']",2.0,6.0,8.0,99.9,,,,,🎯 Perfect (1/1),58.98,100.0,1/1,100.0,1.0,1.0,1/1,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1,4758-10000,99.9%,100.0%,0,99.9,,,,,,,,,,100.0,99.2,0,1,1,0,1,❌ None
41,42,2,99.64964964964965,45,9985,2,Standard_Match,Step 1: Approximate,2,2,4,35,2,33,50.0%,5.7%,✅ Equal,39,4,35,45_Recombination events.csv|9985,9985,45_Recombination events.csv,270,8349,['10'],1000,0.0002,0.02,0.1,5000,50,264,8351,264-8351,['10'],"['17', '36']","['13', '44', '11']",6.0,2.0,8.0,100.0,1921.0,480.2,25.0,Exact Recombinant Match,,59.0,,,,,,,90,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,270-8349,100.0%,100.0%,0,100.0,,,,,,,,,,100.0,99.2,0,1,7,0,2,❌ None
42,43,3,99.64964964964965,48,9868,1,⭐ Excellent Match (1/1),Step 2: Best Match,10,9,20,45,10,36,50.0%,20.0%,❌ Diff: RDP=10 vs Santa=9,65,19,46,48_Recombination events.csv|9868,9868,48_Recombination events.csv,6642,10000,"['12', '31']",1000,0.0002,0.02,0.1,5000,50,6642,9992,6642-9992,"['12', '31']","['39', '44', '21', '27']","['4', '37', '36', '20', '11']",0.0,8.0,8.0,99.8,,,,,✅ Complete (2/2),58.96,100.0,2/2,100.0,2.0,2.0,2/2,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1,6642-10000,99.8%,100.0%,0,99.8,,,,,,,,,,100.0,99.2,0,1,2,0,1,❌ None
