Unnamed: 0,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,Reaches_Start,Reaches_End,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
94,95,3,70.03012048192772,19,5040,5,✅ Complete Match (1/1),Step 2: Best Match,6,5,9,53,3,48,66.7%,9.4%,❌ Diff: RDP=6 vs Santa=5,62,11,51,19_Recombination events.csv|5040,5040,19_Recombination events.csv,7656,10000,"['1', '10', '12', '13', '14', '15', '16', '18', '19', '2', '20', '22', '24', '25', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '39', '40', '43', '44', '46', '47', '48', '49', '50', '6', '8', '9']",1000,0.0001,0.02,0.1,5000,50,7556.0,9997.0,7556-9997,"['27', '39', '12', '18']","['7', '45', '41', '42', '38', '17', '37', '26', '4', '11', '21', '23', '5']","['10', '50', '22', '33', '46', '24', '19', '35', '40', '20', '16', '34', '2', '1', '32', '9', '48', '36', '25', '28', '30', '49', '29']",100.0,3.0,103.0,99.9,,,,,✅ Complete (4/4),56.98,10.8,4/4,100.0,37.0,4.0,4/4,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,5,7656-10000,99.9%,100.0%,0,99.9,,,,,,,,,,50.0,89.7,0,1,3,0,5,❌ None
95,96,4,69.69969969969969,37,9595,2,🎯 Perfect Match (1/1),Step 2: Best Match,8,7,8,36,0,29,100.0%,19.4%,❌ Diff: RDP=8 vs Santa=7,44,15,29,37_Recombination events.csv|9595,9595,37_Recombination events.csv,4200,10000,"['22', '27', '43', '47', '50']",1000,0.0001,0.02,0.1,5000,50,4203.0,9996.0,4203-9996,"['50', '22', '43', '47', '27']","['7', '46', '24', '36', '31', '48', '5', '34', '41', '39', '38', '35', '4', '11', '23', '13', '3', '40']","['44', '21']",3.0,4.0,7.0,99.9,,,,,✅ Complete (5/5),58.98,100.0,5/5,100.0,5.0,5.0,5/5,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,4200-10000,99.9%,100.0%,0,99.9,,,,,,,,,,40.0,99.3,0,1,1,0,2,❌ None
96,97,5,69.59798994974875,28,9711,4,⭐ Excellent Match (1/1),Step 2: Best Match,6,6,6,25,0,19,100.0%,24.0%,✅ Equal,31,12,19,28_Recombination events.csv|9711,9711,28_Recombination events.csv,261,5889,"['15', '16', '45', '48', '50']",1000,0.0001,0.02,0.1,5000,50,265.0,5880.0,265-5880,"['48', '16', '50', '45', '15']","['10', '36', '31', '25', '30', '42', '38', '12', '35', '6', '43', '27', '1', '3', '40']","['7', '46', '19', '34', '37', '26', '18', '29', '2', '23', '21', '32', '20']",4.0,9.0,13.0,99.8,,,,,✅ Complete (5/5),58.96,100.0,5/5,100.0,5.0,5.0,5/5,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,4,261-5889,99.8%,100.0%,0,99.8,,,,,,,,,,40.0,98.7,0,1,2,0,4,❌ None
97,98,4,69.5228494623656,30,9041,4,✅ Complete Match (1/1),Step 2: Best Match,10,9,12,39,2,30,83.3%,23.1%,❌ Diff: RDP=10 vs Santa=9,51,19,32,30_Recombination events.csv|9041,9041,30_Recombination events.csv,3057,9789,"['1', '10', '13', '17', '18', '2', '20', '21', '22', '23', '25', '26', '29', '30', '31', '32', '33', '38', '4', '40', '41', '42', '43', '44', '48', '50', '7']",1000,0.0001,0.02,0.1,5000,50,3130.0,9998.0,3130-9998,"['10', '50', '38', '4', '13', '32']",['47'],"['11', '22', '46', '24', '19', '12', '37', '35', '3', '20', '8', '16', '34', '27', '9', '36', '45', '15', '28', '14', '49', '26', '29', '6']",73.0,209.0,282.0,98.9,,,,,✅ Complete (6/6),54.78,22.2,6/6,100.0,27.0,6.0,6/6,50,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,4,3057-9789,98.9%,100.0%,0,98.9,,,,,,,,,,66.66666666666666,71.80000000000001,0,1,3,0,4,❌ None
98,99,6,69.06906906906907,13,9946,14,Standard_Match,Step 1: Approximate,14,12,18,50,4,38,77.8%,24.0%,❌ Diff: RDP=14 vs Santa=12,68,26,42,13_Recombination events.csv|9946,9946,13_Recombination events.csv,2691,10000,['2'],1000,0.0001,0.02,0.1,5000,50,2093.0,9979.0,2093-9979,['2'],['27'],"['36', '31', '44', '12', '17', '35', '1', '20']",598.0,21.0,619.0,99.71268299356956,2691.0,672.8,25.0,Exact Recombinant Match,,52.94253659871392,,,,,,,30,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,14,2691-10000,99.7%,100.0%,0,99.71268299356956,,,,,,,,,,100.0,38.1,0,1,7,0,14,❌ None
99,100,5,68.52566852566852,37,6454,6,✅ Complete Match (1/1),Step 2: Best Match,8,7,8,36,0,29,100.0%,19.4%,❌ Diff: RDP=8 vs Santa=7,44,15,29,37_Recombination events.csv|6454,6454,37_Recombination events.csv,1389,10000,"['12', '14', '15', '16', '17', '18', '20', '21', '22', '25', '26', '27', '28', '29', '30', '32', '33', '37', '42', '43', '44', '45', '47', '49', '50', '6', '8', '9']",1000,0.0001,0.02,0.1,5000,50,1445.0,9997.0,1445-9997,"['8', '45', '30', '12', '9', '37', '33']","['44', '21']","['7', '10', '39', '4', '11', '23', '13', '46', '24', '19', '35', '5', '3', '40', '31', '34', '38', '2', '1', '48', '36', '41', '26', '6']",56.0,3.0,59.0,99.3,,,,,✅ Complete (7/7),56.86,25.0,7/7,100.0,28.0,7.0,7/7,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,6,1389-10000,99.3%,100.0%,0,99.3,,,,,,,,,,42.85714285714285,94.1,0,1,3,0,6,❌ None
100,101,4,67.89368104312939,36,9332,5,✅ Complete Match (1/1),Step 2: Best Match,10,9,12,45,2,36,83.3%,20.0%,❌ Diff: RDP=10 vs Santa=9,57,19,38,36_Recombination events.csv|9332,9332,36_Recombination events.csv,1743,3606,"['12', '28', '36', '41', '42', '44', '49']",1000,0.0001,0.02,0.1,5000,50,1726.0,3634.0,1726-3634,"['36', '28', '42', '12', '44']","['7', '48', '25', '26', '21', '47', '3', '20', '33']","['29', '30', '14', '37']",17.0,28.0,45.0,100.0,,,,,✅ Complete (5/5),57.0,71.4,5/5,100.0,7.0,5.0,5/5,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,5,1743-3606,100.0%,100.0%,0,100.0,,,,,,,,,,40.0,95.5,0,1,3,0,5,❌ None
101,102,2,67.86649214659685,20,3009,10,✅ Complete Match (1/1),Step 2: Best Match,6,6,11,36,5,30,54.5%,16.7%,✅ Equal,47,12,35,20_Recombination events.csv|3009,3009,20_Recombination events.csv,7326,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0001,0.02,0.1,5000,50,7732.0,9986.0,7732-9986,"['1', '13', '42', '11']",['27'],"['7', '10', '24', '19', '25', '15', '41', '12', '18', '2', '23', '22']",406.0,14.0,420.0,84.3,,,,,✅ Complete (4/4),51.86,8.0,4/4,100.0,50.0,4.0,4/4,50,93.7,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,10,7326-10000,84.3%,100.0%,0,84.3,,,,,,,,,,75.0,58.0,0,1,3,0,1,❌ None
102,103,6,66.66666666666666,28,9915,3,🎯 Perfect Match (1/1),Step 2: Best Match,6,6,6,25,0,19,100.0%,24.0%,✅ Equal,31,12,19,28_Recombination events.csv|9915,9915,28_Recombination events.csv,1440,4959,"['16', '48', '50']",1000,0.0001,0.02,0.1,5000,50,1444.0,4960.0,1444-4960,"['48', '16', '50']",['27'],"['15', '45']",4.0,1.0,5.0,99.9,,,,,✅ Complete (3/3),58.98,100.0,3/3,100.0,3.0,3.0,3/3,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,3,1440-4959,99.9%,100.0%,0,99.9,,,,,,,,,,33.33333333333333,99.5,0,1,1,0,3,❌ None
103,104,5,66.61641541038526,21,9604,5,✅ Complete Match (1/1),Step 2: Best Match,7,7,14,48,7,41,50.0%,14.6%,✅ Equal,62,14,48,21_Recombination events.csv|9604,9604,21_Recombination events.csv,1035,1338,"['50', '6', '7']",1000,0.0001,0.02,0.1,5000,50,1029.0,1338.0,1029-1338,"['7', '6', '50']","['15', '48', '12', '28']","['18', '5', '25']",6.0,0.0,6.0,100.0,,,,,✅ Complete (3/3),59.0,100.0,3/3,100.0,3.0,3.0,3/3,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,5,1035-1338,100.0%,100.0%,0,100.0,,,,,,,,,,33.33333333333333,99.4,0,1,3,0,5,❌ None
104,105,7,66.56646626586506,31,9807,6,⭐ Excellent Match (1/1),Step 2: Best Match,10,9,14,40,4,31,71.4%,22.5%,❌ Diff: RDP=10 vs Santa=9,54,19,35,31_Recombination events.csv|9807,9807,31_Recombination events.csv,9510,10000,"['23', '4', '40']",1000,0.0001,0.02,0.1,5000,50,9512.0,9998.0,9512-9998,"['4', '23', '40']","['15', '7']",['8'],2.0,2.0,4.0,99.2,,,,,✅ Complete (3/3),58.84,100.0,3/3,100.0,3.0,3.0,3/3,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,6,9510-10000,99.2%,100.0%,0,99.2,,,,,,,,,,33.33333333333333,99.6,0,1,2,0,6,❌ None
105,106,8,66.46626586506346,31,9888,3,Cross Match (Case_S1_E2E),Step 6: Cross Matches,10,9,14,40,4,31,71.4%,22.5%,❌ Diff: RDP=10 vs Santa=9,54,19,35,31_Recombination events.csv|9888,9888,31_Recombination events.csv,5871,10000,"['23', '4', '40']",1000,0.0001,0.02,0.1,5000,50,5867.0,9998.0,5867-9497,"['4', '23', '40'] | ['4', '23', '40']","['24', '42'] | ['15', '7']","['8', '45', '13', '5', '33'] | ['8']",,,,,,,,,,85.5,,,100.0,,,,50,,,,,,,100.0,,,,,100.0,,,,2.0,,,,,,,,,100.0,✅ Yes,✅ Yes,3.0,6.0,,0.0,✅ Yes,✅ Yes,3,5871-10000,100.0%,100.0%,100,100.0,,,,,,,,,,33.33333333333333,99.4,5,3,4,100,3,✅ Start+End
106,107,5,66.46606486125042,36,9866,1,⭐ Excellent Match (1/1),Step 2: Best Match,10,9,12,45,2,36,83.3%,20.0%,❌ Diff: RDP=10 vs Santa=9,57,19,38,36_Recombination events.csv|9866,9866,36_Recombination events.csv,8547,10000,"['10', '2', '32']",1000,0.0001,0.02,0.1,5000,50,8552.0,9998.0,8552-9998,"['2', '10', '32']","['11', '23']",['40'],5.0,2.0,7.0,99.5,,,,,✅ Complete (3/3),58.900000000000006,100.0,3/3,100.0,3.0,3.0,3/3,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1,8547-10000,99.5%,100.0%,0,99.5,,,,,,,,,,33.33333333333333,99.3,0,1,2,0,1,❌ None
107,108,2,66.4321608040201,16,9770,2,✅ Complete Match (1/1),Step 2: Best Match,3,3,4,33,1,30,75.0%,9.1%,✅ Equal,37,6,31,16_Recombination events.csv|9770,9770,16_Recombination events.csv,1338,10000,"['2', '28', '30', '39', '42']",1000,0.0001,0.02,0.1,5000,50,1408.0,9994.0,1408-9994,"['28', '30', '42', '39', '2']","['24', '45', '41', '17', '26']","['7', '10']",70.0,6.0,76.0,99.1,,,,,✅ Complete (5/5),56.82,100.0,5/5,100.0,5.0,5.0,5/5,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,1338-10000,99.1%,100.0%,0,99.1,,,,,,,,,,40.0,92.4,0,1,3,0,2,❌ None
108,109,5,66.31455399061034,25,9945,"1, 7",Cross Match (Case_S1_E2E),Step 6: Cross Matches,7,6,8,22,1,16,87.5%,27.3%,❌ Diff: RDP=7 vs Santa=6,30,13,17,25_Recombination events.csv|9945,9945,25_Recombination events.csv,807,4080,"['17', '32', '44']",1000,0.0001,0.02,0.1,5000,50,802.0,4072.0,802-4072 | 3337-4072,"['44', '32', '17'] | ['44', '32', '17']","['24', '33', '43', '47'] | ['8', '25', '34', '41', '45', '4', '29', '9']","['35', '49'] | ['10', '48', '36', '31', '15', '30', '14', '37', '23', '21', '27', '3']",,,,,,,,,,85.5,,,100.0,,,,50,,,,,,,100.0,,,,,100.0,,,,2.0,,,,,,,,,100.0,✅ Yes,✅ Yes,1.0,7.0,,0.0,✅ Yes,✅ Yes,"1, 7",807-4080,100.0%,100.0%,100,100.0,,,,,,,,,,33.33333333333333,98.7,5,3,4,100,"7,1",✅ Start+End
109,110,5,66.05937921727394,39,9877,3,⭐ Excellent Match (1/1),Step 2: Best Match,8,8,10,36,2,28,80.0%,22.2%,✅ Equal,46,16,30,39_Recombination events.csv|9877,9877,39_Recombination events.csv,390,3450,"['1', '43', '50']",1000,0.0001,0.02,0.1,5000,50,394.0,3470.0,394-3470,"['1', '50', '43']","['42', '21']","['28', '12', '3']",4.0,20.0,24.0,99.9,,,,,✅ Complete (3/3),56.98,100.0,3/3,100.0,3.0,3.0,3/3,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,3,390-3450,99.9%,100.0%,0,99.9,,,,,,,,,,33.33333333333333,97.6,0,1,2,0,3,❌ None
110,111,5,65.4129053828151,24,9756,2,⭐ Excellent Match (1/1),Step 2: Best Match,11,9,15,37,4,28,73.3%,24.3%,❌ Diff: RDP=11 vs Santa=9,52,20,32,24_Recombination events.csv|9756,9756,24_Recombination events.csv,3477,10000,"['16', '41', '50']",1000,0.0001,0.02,0.1,5000,50,3474.0,9975.0,3474-9975,"['41', '16', '50']","['33', '43', '36']","['8', '3']",3.0,25.0,28.0,99.6,,,,,✅ Complete (3/3),56.92,100.0,3/3,100.0,3.0,3.0,3/3,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,3477-10000,99.6%,100.0%,0,99.6,,,,,,,,,,33.33333333333333,97.2,0,1,2,0,2,❌ None
111,112,5,65.38978494623655,30,9779,7,✅ Complete Match (1/1),Step 2: Best Match,10,9,12,39,2,30,83.3%,23.1%,❌ Diff: RDP=10 vs Santa=9,51,19,32,30_Recombination events.csv|9779,9779,30_Recombination events.csv,4407,10000,"['10', '13', '32', '38', '4', '50']",1000,0.0001,0.02,0.1,5000,50,4763.0,9992.0,4763-9992,"['10', '50', '38', '4', '13', '32']","['7', '48', '31', '30', '41', '42', '17', '44', '18', '2', '23', '43', '1', '40', '33']","['11', '22', '46', '24', '19', '12', '37', '35', '3', '20', '8', '16', '34', '27', '9', '36', '45', '15', '28', '14', '49', '26', '29', '6']",356.0,8.0,364.0,93.5,,,,,✅ Complete (6/6),53.7,100.0,6/6,100.0,6.0,6.0,6/6,50,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,7,4407-10000,93.5%,100.0%,0,93.5,,,,,,,,,,66.66666666666666,63.6,0,1,3,0,7,❌ None
112,113,6,65.24966261808368,39,9983,6,✅ Complete Match (1/1),Step 2: Best Match,8,8,10,36,2,28,80.0%,22.2%,✅ Equal,46,16,30,39_Recombination events.csv|9983,9983,39_Recombination events.csv,3438,10000,"['12', '28', '3']",1000,0.0001,0.02,0.1,5000,50,3460.0,9982.0,3460-9982,"['28', '12', '3']","['16', '36', '38', '29', '23', '13']",['22'],22.0,18.0,40.0,99.4,,,,,✅ Complete (3/3),56.88,100.0,3/3,100.0,3.0,3.0,3/3,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,6,3438-10000,99.4%,100.0%,0,99.4,,,,,,,,,,33.33333333333333,96.0,0,1,3,0,6,❌ None
113,114,7,64.86486486486486,32,9721,5,✅ Complete Match (1/1),Step 2: Best Match,10,9,14,55,4,46,71.4%,16.4%,❌ Diff: RDP=10 vs Santa=9,69,19,50,32_Recombination events.csv|9721,9721,32_Recombination events.csv,9237,10000,"['36', '4', '7']",1000,0.0001,0.02,0.1,5000,50,9215.0,9985.0,9215-9985,"['7', '4', '36']","['10', '16', '50', '42', '11']","['15', '38', '40']",22.0,15.0,37.0,98.0,,,,,✅ Complete (3/3),56.6,100.0,3/3,100.0,3.0,3.0,3/3,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,5,9237-10000,98.0%,100.0%,0,98.0,,,,,,,,,,33.33333333333333,96.3,0,1,3,0,5,❌ None
114,115,8,64.76476476476475,32,3830,13,✅ Complete Match (1/1),Step 2: Best Match,10,9,14,55,4,46,71.4%,16.4%,❌ Diff: RDP=10 vs Santa=9,69,19,50,32_Recombination events.csv|3830,3830,32_Recombination events.csv,255,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0001,0.02,0.1,5000,50,286.0,9992.0,286-9992,"['14', '30', '24']","['46', '48']","['10', '16', '31', '50', '25', '34', '42', '17', '18', '2', '11', '22', '27', '1', '32', '20']",31.0,8.0,39.0,99.6,,,,,✅ Complete (3/3),56.92,6.0,3/3,100.0,50.0,3.0,3/3,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,13,255-10000,99.6%,100.0%,0,99.6,,,,,,,,,,33.33333333333333,96.1,0,1,3,0,13,❌ None
115,116,7,64.47697697697697,13,9674,8,Case_A_End_End,Step 1: Approximate,14,12,18,50,4,38,77.8%,24.0%,❌ Diff: RDP=14 vs Santa=12,68,26,42,13_Recombination events.csv|9674,9674,13_Recombination events.csv,1020,9822,"['14', '3', '37', '39', '42', '7', '8', '9']",1000,0.0001,0.02,0.1,5000,50,561.0,9824.0,561-9824,"['7', '8', '14', '39', '42', '37', '3', '9']","['10', '36', '31', '44', '12', '17', '27', '1', '20']","['18', '11', '23', '47', '13', '33', '46', '19', '5', '40', '16', '34', '38', '32', '45', '15', '30', '41', '49', '26', '29', '6', '21', '43']",459.0,2.0,461.0,100.0,1198.0,299.5,25.0,Exact Recombinant Match,,47.5,,,,,,,50,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,8,1020-9822,100.0%,75.0%,0,100.0,,,,,,,,,,75.0,53.9,0,1,8,0,8,❌ None
116,117,3,63.0281690140845,38,8532,3,✅ Complete Match (1/1),Step 2: Best Match,5,5,9,38,4,33,55.6%,13.2%,✅ Equal,47,10,37,38_Recombination events.csv|8532,8532,38_Recombination events.csv,2190,10000,"['12', '27', '39', '40']",1000,0.0001,0.02,0.1,5000,50,2172.0,9774.0,2172-9774,"['27', '40']","['7', '39', '18', '4', '11', '23', '13', '19', '37', '31', '38', '17', '2', '1', '32', '48', '36', '45', '28', '15', '14', '42', '44', '6', '21']","['8', '16', '24', '5', '25', '50', '26', '35', '29', '22', '43', '47', '3']",18.0,226.0,244.0,97.1,,,,,✅ Complete (2/2),54.42,50.0,2/2,100.0,4.0,2.0,2/2,50,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,3,2190-10000,97.1%,100.0%,0,97.1,,,,,,,,,,50.0,75.6,0,1,3,0,3,❌ None
117,118,2,62.875751503006015,22,9926,2,Case_A_End_End,Step 1: Approximate,4,4,4,49,0,45,100.0%,8.2%,✅ Equal,53,8,45,22_Recombination events.csv|9926,9926,22_Recombination events.csv,5697,8577,"['30', '33']",1000,0.0001,0.02,0.1,5000,50,6439.0,8578.0,6439-8578,"['30', '33']","['29', '40', '35', '47']",['24'],742.0,1.0,743.0,74.23611111111111,2880.0,720.0,25.0,Exact Recombinant Match,,47.84722222222222,,,,,,,30,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,5697-8577,74.2%,100.0%,0,74.23611111111111,,,,,,,,,,100.0,25.700000000000003,0,1,8,0,2,❌ None
118,119,2,62.5,23,9703,1,✅ Complete Match (1/1),Step 2: Best Match,2,2,2,35,0,33,100.0%,5.7%,✅ Equal,37,4,33,23_Recombination events.csv|9703,9703,23_Recombination events.csv,3312,4059,"['13', '20', '39', '41']",1000,0.0001,0.02,0.1,5000,50,3310.0,4051.0,3310-4051,"['41', '13', '39', '20']","['27', '14', '16', '37']","['7', '25', '34', '45', '47', '1', '32', '40', '33']",2.0,8.0,10.0,98.9,,,,,✅ Complete (4/4),58.78,100.0,4/4,100.0,4.0,4.0,4/4,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1,3312-4059,98.9%,100.0%,0,98.9,,,,,,,,,,25.0,99.0,0,1,3,0,1,❌ None
119,120,6,62.5,36,9767,3,🎯 Perfect Match (1/1),Step 2: Best Match,10,9,12,45,2,36,83.3%,20.0%,❌ Diff: RDP=10 vs Santa=9,57,19,38,36_Recombination events.csv|9767,9767,36_Recombination events.csv,1059,4656,"['18', '22', '31', '50']",1000,0.0001,0.02,0.1,5000,50,1058.0,4654.0,1058-4654,"['22', '31', '50', '18']","['10', '24', '35', '2', '43', '32', '40']",['39'],1.0,2.0,3.0,99.9,,,,,✅ Complete (4/4),58.98,100.0,4/4,100.0,4.0,4.0,4/4,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,3,1059-4656,99.9%,100.0%,0,99.9,,,,,,,,,,25.0,99.7,0,1,1,0,3,❌ None
120,121,6,61.391129032258064,30,9855,12,✅ Complete Match (1/1),Step 2: Best Match,10,9,12,39,2,30,83.3%,23.1%,❌ Diff: RDP=10 vs Santa=9,51,19,32,30_Recombination events.csv|9855,9855,30_Recombination events.csv,9141,10000,"['20', '22', '26', '29']",1000,0.0001,0.02,0.1,5000,50,9122.0,9989.0,9122-9989,"['29', '22', '20', '26']","['10', '50', '38', '4', '13', '32']","['46', '8', '24', '36', '19', '45', '15', '34', '14', '12', '49', '37', '35', '6', '11', '27', '3', '9']",19.0,11.0,30.0,98.7,,,,,✅ Complete (4/4),56.74,100.0,4/4,100.0,4.0,4.0,4/4,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,12,9141-10000,98.7%,100.0%,0,98.7,,,,,,,,,,25.0,97.0,0,1,3,0,12,❌ None
121,122,5,61.25,26,9954,8,⭐ Excellent Match (1/1),Step 2: Best Match,9,9,13,60,4,51,69.2%,15.0%,✅ Equal,73,18,55,26_Recombination events.csv|9954,9954,26_Recombination events.csv,1026,6288,"['1', '16', '4', '45', '47']",1000,0.0001,0.02,0.1,5000,50,1049.0,6290.0,1049-6290,"['4', '16', '47', '45']","['42', '50', '43']",['30'],23.0,2.0,25.0,99.6,,,,,✅ Complete (4/4),56.92,80.0,4/4,100.0,5.0,4.0,4/4,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,8,1026-6288,99.6%,100.0%,0,99.6,,,,,,,,,,25.0,97.5,0,1,2,0,8,❌ None
122,123,7,59.95,29,9830,5,🎯 Perfect Match (1/1),Step 2: Best Match,15,11,21,23,6,12,71.4%,47.8%,❌ Diff: RDP=15 vs Santa=11,44,26,18,29_Recombination events.csv|9830,9830,29_Recombination events.csv,3234,5703,"['1', '32', '38', '4', '43']",1000,0.0001,0.02,0.1,5000,50,3234.0,5702.0,3234-5702,"['38', '4', '43', '1', '32']","['31', '45']","['48', '14', '3']",0.0,1.0,1.0,100.0,,,,,✅ Complete (5/5),59.0,100.0,5/5,100.0,5.0,5.0,5/5,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,5,3234-5703,100.0%,100.0%,0,100.0,,,,,,,,,,20.0,99.9,0,1,1,0,5,❌ None
123,124,2,58.47571189279732,11,9743,7,✅ Complete Match (1/1),Step 2: Best Match,10,10,11,34,1,24,90.9%,29.4%,✅ Equal,45,20,25,11_Recombination events.csv|9743,9743,11_Recombination events.csv,1113,10000,"['33', '42', '46']",1000,0.0001,0.02,0.1,5000,50,1260.0,9979.0,1260-9979,"['46', '42', '33']","['27', '12', '21', '19']","['34', '41', '17', '37']",147.0,21.0,168.0,98.1,,,,,✅ Complete (3/3),54.620000000000005,100.0,3/3,100.0,3.0,3.0,3/3,50,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,7,1113-10000,98.1%,100.0%,0,98.1,,,,,,,,,,33.33333333333333,83.2,0,1,3,0,7,❌ None
124,125,7,58.09811827956989,30,7068,11,✅ Complete Match (1/1),Step 2: Best Match,10,9,12,39,2,30,83.3%,23.1%,❌ Diff: RDP=10 vs Santa=9,51,19,32,30_Recombination events.csv|7068,7068,30_Recombination events.csv,5019,7071,"['1', '10', '13', '17', '18', '2', '20', '21', '22', '23', '25', '26', '29', '30', '31', '32', '33', '38', '39', '4', '40', '41', '42', '43', '44', '47', '48', '5', '50', '7']",1000,0.0001,0.02,0.1,5000,50,5104.0,6978.0,5104-6978,"['39', '5', '47']","['10', '50', '4', '11', '22', '13', '46', '24', '19', '12', '37', '35', '3', '20', '8', '16', '34', '38', '27', '32', '9', '36', '45', '15', '28', '14', '49', '26', '29', '6', '21']","['7', '48', '31', '25', '30', '41', '42', '17', '44', '18', '2', '23', '43', '1', '40', '33']",85.0,93.0,178.0,91.3,,,,,✅ Complete (3/3),55.260000000000005,10.0,3/3,100.0,30.0,3.0,3/3,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,11,5019-7071,91.3%,100.0%,0,91.3,,,,,,,,,,33.33333333333333,82.2,0,1,3,0,11,❌ None
