,Unnamed: 0,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Reaches_Start,Reaches_End,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
206,67,68,4,80.0553319919517,35,9249,2,✅ Complete Match (1/1),Step 2: Best Match,12,11,14,43,2,32,85.7%,25.6%,❌ Diff: RDP=12 vs Santa=11,57,23,34,35_Recombination events.csv|9249,9249,35_Recombination events.csv,1011,10000,"['1', '10', '11', '13', '16', '18', '19', '2', '20', '25', '26', '28', '32', '35', '39', '4', '42', '44', '5', '6']",1000,0.000025,0.02,0.1,5000,50,899,9958,899-9958,"['39', '26', '32', '16', '11', '44', '6', '42', '18', '35', '5', '13']","['38', '42', '40', '9', '23', '47', '48']",['28'],112,42,154,99.5,,,,,✅ Complete (12/12),54.900000000000006,60,12/12,100,20,12,12/12,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,1011-10000,99.5%,100.0%,0,99.5,,,,,,,,,,75,84.6,0,1,3,0,2,❌ None
207,77,78,5,71.5291750503018,35,9759,10,✅ Complete Match (1/1),Step 2: Best Match,12,11,14,43,2,32,85.7%,25.6%,❌ Diff: RDP=12 vs Santa=11,57,23,34,35_Recombination events.csv|9759,9759,35_Recombination events.csv,1239,2988,"['14', '21', '28', '33', '37', '45', '49']",1000,0.000025,0.02,0.1,5000,50,1222,2930,1222-2930,"['45', '49', '21', '37', '33', '14']","['24', '31', '29', '50', '17', '43']","['15', '22', '46']",17,58,75,96.7,,,,,✅ Complete (6/6),56.34,85.7,6/6,100,7,6,6/6,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,10,1239-2988,96.7%,100.0%,0,96.7,,,,,,,,,,50,92.5,0,1,3,0,1,❌ None
208,87,88,6,66.26425217974513,35,9576,3,✅ Complete Match (1/1),Step 2: Best Match,12,11,14,43,2,32,85.7%,25.6%,❌ Diff: RDP=12 vs Santa=11,57,23,34,35_Recombination events.csv|9576,9576,35_Recombination events.csv,8892,10000,"['3', '36', '8']",1000,0.000025,0.02,0.1,5000,50,8888,9990,8888-9990,"['8', '36', '3']","['38', '40', '9', '23', '47', '48']","['7', '24', '30', '27', '31', '29', '50', '17', '41', '43']",4,10,14,99.1,,,,,✅ Complete (3/3),58.82,100,3/3,100,3,3,3/3,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,8892-10000,99.1%,100.0%,0,99.1,,,,,,,,,,33.33333333333333,98.6,0,1,3,0,3,❌ None
209,101,102,7,50,35,10002,"5, 9",Cross Match (Case_E1_E2S),Step 6: Cross Matches,12,11,14,43,2,32,85.7%,25.6%,❌ Diff: RDP=12 vs Santa=11,57,23,34,35_Recombination events.csv|10002,10002,35_Recombination events.csv,930,5520,['28'],1000,0.000025,0.02,0.1,5000,50,146,9985,146-926 | 5504-9985,['28'] | ['28'],"['45', '49', '21', '37', '33', '14'] | ['37', '49']","['15', '22', '46'] | ['42', '32']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,✅ Yes,✅ Yes,100,✅ Yes,✅ Yes,9,5,,0,"5, 9",930-5520,100.0%,100.0%,100,100,,,,,,,,,,100,0,5,3,4,100,"5,9",✅ Start+End
210,102,103,8,50,35,9824,"13, 14",Cross Match (Case_E2_E1E),Step 6: Cross Matches,12,11,14,43,2,32,85.7%,25.6%,❌ Diff: RDP=12 vs Santa=11,57,23,34,35_Recombination events.csv|9824,9824,35_Recombination events.csv,4596,10000,"['27', '41']",1000,0.000025,0.02,0.1,5000,50,1474,9831,1474-9831 | 1564-4483,"['27', '41'] | ['27', '41']","['4', '10', '25', '20'] | ['12', '34']","['30', '7', '50'] | ['7', '24', '30', '31', '29', '50', '17', '43']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,✅ Yes,✅ Yes,100,✅ Yes,✅ Yes,14,13,,0,"13, 14",4596-10000,100.0%,100.0%,100,100,,,,,,,,,,100,0,5,3,4,100,"14,13",✅ Start+End
211,141,142,9,41.39839034205231,35,9874,6,✅ Complete Match (1/1),Step 2: Best Match,12,11,14,43,2,32,85.7%,25.6%,❌ Diff: RDP=12 vs Santa=11,57,23,34,35_Recombination events.csv|9874,9874,35_Recombination events.csv,3576,5127,"['10', '20', '25', '4']",1000,0.000025,0.02,0.1,5000,50,3496,5030,3496-5030,"['25', '10', '4', '20']","['39', '26', '32', '16', '11', '44', '42', '28', '18', '35', '5', '13']","['1', '34', '19', '2']",80,97,177,93.7,,,,,✅ Complete (4/4),55.74,100,4/4,100,4,4,4/4,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,3576-5127,93.7%,100.0%,0,93.7,,,,,,,,,,0,82.3,0,1,3,0,6,❌ None
212,147,148,10,33.33333333333333,35,5111,12,Cluster (2 RDPs),Step 5: Cluster,12,11,14,43,2,32,85.7%,25.6%,❌ Diff: RDP=12 vs Santa=11,57,23,34,35_Recombination events.csv|5111,5111,35_Recombination events.csv,1494,2349,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.000025,0.02,0.1,5000,50,146,2930,1222-2930,"['45', '49', '21', '37', '33', '14'] | ['45', '49', '21', '37', '33', '14']","['34', '4', '31', '25', '29', '19', '7', '30', '27', '43', '20', '3', '41', '8', '36', '12', '24', '50', '17', '10'] | ['24', '31', '29', '50', '17', '43']","['15', '22', '46'] | ['15', '22', '46']",,,,,,,,,,85,,,100,,,,50,,,,,,,,,,,,100,,,,,,,,,,,,,✅ Yes,✅ Yes,100,✅ Yes,✅ Yes,10,10,10,1,12,1494-2349,100.0%,100.0%,100,100,,,,,,,,,,66.66666666666666,0,0,3,5,100,12,✅ Start+End
213,6,7,1,100,36,9594,2,Standard_Match,Step 1: Approximate,6,6,9,38,3,32,66.7%,15.8%,✅ Equal,47,12,35,36_Recombination events.csv|9594,9594,36_Recombination events.csv,6483,10000,"['43', '8']",1000,0.000025,0.02,0.1,5000,50,6478,10000,6478-10000,"['43', '8']","['12', '39', '7', '36', '23', '10']","['30', '6', '42', '29', '19', '22', '48']",5,0,5,100,3517,879.2,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,6483-10000,100.0%,100.0%,0,100,,,,,,,,,,100,99.5,0,1,7,0,2,❌ None
214,35,36,2,98.24120603015076,36,9740,5,Standard_Match,Step 1: Approximate,6,6,9,38,3,32,66.7%,15.8%,✅ Equal,47,12,35,36_Recombination events.csv|9740,9740,36_Recombination events.csv,5223,6075,['21'],1000,0.000025,0.02,0.1,5000,50,5230,6042,5230-6042,['21'],"['45', '34', '26', '2', '38', '25', '28', '50', '9', '41', '4', '13', '14']","['32', '49', '18', '35', '46']",7,33,40,95.30516431924885,852,213,25,Exact Recombinant Match,,56.06103286384977,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,5223-6075,95.3%,100.0%,0,95.30516431924885,,,,,,,,,,100,96,0,1,7,0,5,❌ None
215,38,39,3,97.93969849246233,36,9660,6,✅ Complete Match (1/1),Step 2: Best Match,6,6,9,38,3,32,66.7%,15.8%,✅ Equal,47,12,35,36_Recombination events.csv|9660,9660,36_Recombination events.csv,6780,7500,['31'],1000,0.000025,0.02,0.1,5000,50,6748,7486,6748-7486,['31'],"['1', '24']","['32', '49', '21', '18', '35', '46']",32,14,46,98.1,,,,,🎯 Perfect (1/1),56.620000000000005,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,6780-7500,98.1%,100.0%,0,98.1,,,,,,,,,,100,95.4,0,1,3,0,6,❌ None
216,57,58,4,90.1005025125628,36,9749,9,Standard_Match,Step 1: Approximate,6,6,9,38,3,32,66.7%,15.8%,✅ Equal,47,12,35,36_Recombination events.csv|9749,9749,36_Recombination events.csv,3564,6072,['11'],1000,0.000025,0.02,0.1,5000,50,3766,6072,3766-6072,['11'],"['17', '44']","['3', '33']",202,0,202,91.94577352472088,2508,627,25,Exact Recombinant Match,,53.389154704944175,,,,,,,50,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,9,3564-6072,91.9%,100.0%,0,91.94577352472088,,,,,,,,,,100,79.8,0,1,7,0,9,❌ None
217,62,63,5,85.82914572864321,36,9679,1,Cross Match (Case_S1_E2E),Step 6: Cross Matches,6,6,9,38,3,32,66.7%,15.8%,✅ Equal,47,12,35,36_Recombination events.csv|9679,9679,36_Recombination events.csv,1365,6357,['11'],1000,0.000025,0.02,0.1,5000,50,1363,6072,1363-3554,['11'] | ['11'],"['31'] | ['17', '44']","['16', '24', '44', '27', '15', '20', '1', '37', '40', '17', '33', '47', '5'] | ['3', '33']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,✅ Yes,✅ Yes,100,✅ Yes,✅ Yes,1,9,,0,1,1365-6357,100.0%,100.0%,100,100,,,,,,,,,,100,71.3,5,3,4,100,1,✅ Start+End
218,83,84,6,68.21249102656138,36,8618,7,✅ Complete Match (1/1),Step 2: Best Match,6,6,9,38,3,32,66.7%,15.8%,✅ Equal,47,12,35,36_Recombination events.csv|8618,8618,36_Recombination events.csv,8535,10000,"['19', '22', '29', '30', '42', '48', '6']",1000,0.000025,0.02,0.1,5000,50,8515,9951,8515-9951,"['30', '6', '42', '29', '19', '22', '48']","['34', '26', '39', '4', '25', '13', '45', '7', '2', '38', '9', '41', '36', '28', '12', '50', '23', '10', '14']","['16', '11', '24', '44', '27', '15', '20', '3', '1', '37', '40', '17', '33', '47', '5']",20,49,69,96.7,,,,,✅ Complete (7/7),56.34,100,7/7,100,7,7,7/7,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,7,8535-10000,96.7%,100.0%,0,96.7,,,,,,,,,,42.85714285714285,93.1,0,1,3,0,7,❌ None
219,7,8,1,100,37,9824,2,Standard_Match,Step 1: Approximate,7,7,8,56,1,49,87.5%,12.5%,✅ Equal,64,14,50,37_Recombination events.csv|9824,9824,37_Recombination events.csv,8889,10000,['1'],1000,0.000025,0.02,0.1,5000,50,8890,9990,8890-9990,['1'],"['8', '27', '25', '28', '18', '9', '47', '13']","['7', '16', '24', '49', '31', '21', '50', '19', '17', '23', '33', '41']",1,10,11,99.009900990099,1111,277.8,25,Exact Recombinant Match,,58.801980198019805,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,8889-10000,99.0%,100.0%,0,99.009900990099,,,,,,,,,,100,98.9,0,1,7,0,2,❌ None
220,21,22,2,99.49443882709808,37,9924,5,✅ Complete Match (1/1),Step 2: Best Match,7,7,8,56,1,49,87.5%,12.5%,✅ Equal,64,14,50,37_Recombination events.csv|9924,9924,37_Recombination events.csv,1875,10000,['5'],1000,0.000025,0.02,0.1,5000,50,1864,9990,1864-9990,['5'],"['45', '7', '16', '11', '24', '49', '31', '15', '21', '50', '19', '17', '23', '33', '41', '4', '48']","['12', '22', '46']",11,10,21,99.9,,,,,🎯 Perfect (1/1),56.98,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,1875-10000,99.9%,100.0%,0,99.9,,,,,,,,,,100,97.9,0,1,3,0,5,❌ None
221,75,76,3,74.14054600606673,37,9855,3,⭐ Excellent Match (1/1),Step 2: Best Match,7,7,8,56,1,49,87.5%,12.5%,✅ Equal,64,14,50,37_Recombination events.csv|9855,9855,37_Recombination events.csv,2007,5673,"['11', '15', '4', '48']",1000,0.000025,0.02,0.1,5000,50,2012,5696,2012-5696,"['15', '4', '11', '48']",['32'],"['17', '16', '23', '50']",5,23,28,99.9,,,,,✅ Complete (4/4),56.98,100,4/4,100,4,4,4/4,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,2007-5673,99.9%,100.0%,0,99.9,,,,,,,,,,50,97.2,0,1,2,0,3,❌ None
222,88,89,4,66.11054937647455,37,9838,4,✅ Complete Match (1/1),Step 2: Best Match,7,7,8,56,1,49,87.5%,12.5%,✅ Equal,64,14,50,37_Recombination events.csv|9838,9838,37_Recombination events.csv,2196,10000,"['25', '27', '8']",1000,0.000025,0.02,0.1,5000,50,2204,9986,2204-9986,"['27', '25', '8']","['34', '43', '29', '14']",['47'],8,14,22,99.7,,,,,✅ Complete (3/3),56.94,100,3/3,100,3,3,3/3,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,2196-10000,99.7%,100.0%,0,99.7,,,,,,,,,,33.33333333333333,97.8,0,1,3,0,4,❌ None
223,121,122,5,49.393326592517695,37,9763,1,⭐ Excellent Match (1/1),Step 2: Best Match,7,7,8,56,1,49,87.5%,12.5%,✅ Equal,64,14,50,37_Recombination events.csv|9763,9763,37_Recombination events.csv,1443,4605,"['26', '37']",1000,0.000025,0.02,0.1,5000,50,1421,4606,1421-4606,"['37', '26']","['28', '18', '9', '47', '13']",['45'],22,1,23,100,,,,,✅ Complete (2/2),57,100,2/2,100,2,2,2/2,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,1443-4605,100.0%,100.0%,0,100,,,,,,,,,,0,97.7,0,1,2,0,1,❌ None
224,131,132,6,45.82912032355915,37,4671,7,✅ Complete Match (1/1),Step 2: Best Match,7,7,8,56,1,49,87.5%,12.5%,✅ Equal,64,14,50,37_Recombination events.csv|4671,4671,37_Recombination events.csv,312,3663,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.000025,0.02,0.1,5000,50,112,3275,112-3275,"['42', '35', '36', '2']","['34', '39', '44', '30', '6', '29', '20', '43', '14']","['12', '45', '7', '16', '24', '49', '31', '21', '50', '1', '17', '23', '33', '41']",200,388,588,88.4,,,,,✅ Complete (4/4),52.68000000000001,8,4/4,100,50,4,4/4,50,98.2,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,7,312-3663,88.4%,100.0%,0,88.4,,,,,,,,,,50,41.2,0,1,3,0,7,❌ None
225,137,138,7,42.91295155804762,37,8483,6,❌ Poor (4/22),Step 2: Best Match,7,7,8,56,1,49,87.5%,12.5%,✅ Equal,64,14,50,37_Recombination events.csv|8483,8483,37_Recombination events.csv,7695,10000,"['1', '11', '15', '16', '17', '19', '21', '23', '24', '26', '31', '33', '35', '36', '37', '4', '41', '42', '45', '48', '49', '5', '50', '7']",1000,0.000025,0.02,0.1,5000,50,7677,9687,7677-9687,"['34', '39', '29', '22', '5', '2', '30', '38', '42', '43', '20', '3', '35', '36', '6', '12', '32', '44', '40', '46', '10', '14']","['8', '27', '25', '28', '18', '9', '47', '13']","['26', '31', '15', '19', '48', '45', '7', '33', '41', '16', '49', '24', '11', '21', '50', '37', '17', '23', '4']",18,313,331,86.4,,,,,❌ Poor (4/22),27.74,9.5,4/22,18.2,24,22,4/22,50,96,,,,,,,,,,,18.2,,,,,,,,,,,,,,,,,,,,,,6,7695-10000,86.4%,18.2%,0,86.4,,,,,,,,,,18.181818181818183,66.9,0,1,8,0,6,❌ None
226,12,13,1,100,38,9878,6,Standard_Match,Step 1: Approximate,6,6,7,49,1,43,85.7%,12.2%,✅ Equal,56,12,44,38_Recombination events.csv|9878,9878,38_Recombination events.csv,7488,9639,['33'],1000,0.000025,0.02,0.1,5000,50,7482,9658,7482-9658,['33'],['41'],"['26', '46']",6,19,25,100,2151,537.8,25,Exact Recombinant Match,,57,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,7488-9639,100.0%,100.0%,0,100,,,,,,,,,,100,97.5,0,1,7,0,6,❌ None
227,15,16,3,99.94871794871796,38,9868,5,Standard_Match,Step 1: Approximate,6,6,7,49,1,43,85.7%,12.2%,✅ Equal,56,12,44,38_Recombination events.csv|9868,9868,38_Recombination events.csv,1992,6228,['28'],1000,0.000025,0.02,0.1,5000,50,1976,6238,1976-6238,['28'],['33'],"['12', '45', '8', '27', '1', '23']",16,10,26,100,4236,1059,25,Exact Recombinant Match,,57,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,1992-6228,100.0%,100.0%,0,100,,,,,,,,,,100,97.4,0,1,7,0,5,❌ None
228,16,17,2,99.94871794871796,38,9765,2,Standard_Match,Step 1: Approximate,6,6,7,49,1,43,85.7%,12.2%,✅ Equal,56,12,44,38_Recombination events.csv|9765,9765,38_Recombination events.csv,3210,7134,['18'],1000,0.000025,0.02,0.1,5000,50,3232,7138,3232-7138,['18'],"['12', '45', '39', '8', '11', '2', '38', '27', '49', '3', '1', '37', '23', '47', '4']","['34', '44', '15', '25', '21', '19', '5']",22,4,26,99.43934760448522,3924,981,25,Exact Recombinant Match,,56.88786952089704,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,3210-7134,99.4%,100.0%,0,99.43934760448522,,,,,,,,,,100,97.4,0,1,7,0,2,❌ None
229,90,91,4,64.66666666666666,38,9682,1,✅ Complete Match (1/1),Step 2: Best Match,6,6,7,49,1,43,85.7%,12.2%,✅ Equal,56,12,44,38_Recombination events.csv|9682,9682,38_Recombination events.csv,7761,10000,"['24', '29', '32']",1000,0.000025,0.02,0.1,5000,50,7765,9940,7765-9940,"['32', '29', '24']","['7', '36', '30', '42', '20', '40', '9']","['26', '31', '46', '33', '10', '13', '48']",4,60,64,97.1,,,,,✅ Complete (3/3),56.42,100,3/3,100,3,3,3/3,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,7761-10000,97.1%,100.0%,0,97.1,,,,,,,,,,33.33333333333333,93.6,0,1,3,0,1,❌ None
230,142,143,5,41.333333333333336,38,9395,4,✅ Complete Match (1/1),Step 2: Best Match,6,6,7,49,1,43,85.7%,12.2%,✅ Equal,56,12,44,38_Recombination events.csv|9395,9395,38_Recombination events.csv,1074,8052,"['14', '35']",1000,0.000025,0.02,0.1,5000,50,1106,8214,1106-8214,"['35', '14']","['39', '26', '4', '31', '22', '13', '48', '45', '2', '38', '27', '43', '3', '33', '47', '41', '8', '16', '49', '6', '28', '12', '11', '50', '1', '37', '17', '23', '46', '10']","['34', '44', '15', '25', '21', '18', '19', '5']",32,162,194,99.5,,,,,✅ Complete (2/2),54.900000000000006,100,2/2,100,2,2,2/2,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,1074-8052,99.5%,100.0%,0,99.5,,,,,,,,,,0,80.6,0,1,3,0,4,❌ None
231,160,161,6,0,38,8862,3,🎯 Start-End Parent-Child (Major_Exact_Match),Step 7: Start-End Parent-Child,6,6,7,49,1,43,85.7%,12.2%,✅ Equal,56,12,44,38_Recombination events.csv|8862,8862,38_Recombination events.csv,5625,10000,"['14', '35']",1000,0.000025,0.02,0.1,5000,50,34,5236,34-5236,"['7', '36', '30', '42', '20', '40', '9']","['34', '44', '15', '25', '21', '19', '5']","['35', '14']",,,,,4375,1093.8,25,,,5,,,,2,,,50,,,,,,,80,,,,,0,,,,1,,,,,,,,,,,,✅ Start-End Parent-Child,✅ Major_Exact_Match,3,3,,,3,5625-10000,,,0,0,38_Recombination events.csv,Major_Exact_Match,"['35', '14']","Start_End, End_Start",2,211.5,423,,,0,0,0,4,1,0,3,❌ None
232,37,38,1,98.21246169560776,39,10039,1,✅ Complete Match (1/1),Step 2: Best Match,6,6,7,39,1,33,85.7%,15.4%,✅ Equal,46,12,34,39_Recombination events.csv|10039,10039,39_Recombination events.csv,2532,10000,['29'],1000,0.000025,0.02,0.1,5000,50,2536,9948,2536-9948,['29'],['31'],"['7', '20', '8']",4,52,56,99.3,,,,,🎯 Perfect (1/1),56.86,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,2532-10000,99.3%,100.0%,0,99.3,,,,,,,,,,100,94.4,0,1,3,0,1,❌ None
233,59,60,2,88.61082737487231,39,9954,7,Standard_Match,Step 1: Approximate,6,6,7,39,1,33,85.7%,15.4%,✅ Equal,46,12,34,39_Recombination events.csv|9954,9954,39_Recombination events.csv,3198,10000,['18'],1000,0.000025,0.02,0.1,5000,50,3262,9820,3262-9820,['18'],"['13', '16']",['3'],64,180,244,96.41281975889444,3198,799.5,25,Exact Recombinant Match,,54.28256395177889,,,,,,,50,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,7,3198-10000,96.4%,100.0%,0,96.41281975889444,,,,,,,,,,100,75.6,0,1,7,0,7,❌ None
234,70,71,3,75,39,9898,4,✅ Complete Match (1/1),Step 2: Best Match,6,6,7,39,1,33,85.7%,15.4%,✅ Equal,46,12,34,39_Recombination events.csv|9898,9898,39_Recombination events.csv,9708,10000,"['15', '17', '26', '35', '36', '38', '41', '46']",1000,0.000025,0.02,0.1,5000,50,9716,9987,9716-9987,"['26', '36', '38', '15', '35', '17', '46', '41']",['5'],['31'],8,13,21,92.8,,,,,✅ Complete (8/8),55.56,100,8/8,100,8,8,8/8,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,9708-10000,92.8%,100.0%,0,92.8,,,,,,,,,,50,97.9,0,1,3,0,4,❌ None
235,85,86,4,67.23697650663942,39,9861,5,✅ Complete Match (1/1),Step 2: Best Match,6,6,7,39,1,33,85.7%,15.4%,✅ Equal,46,12,34,39_Recombination events.csv|9861,9861,39_Recombination events.csv,3762,5592,"['15', '17', '26', '35', '36', '38', '41', '46']",1000,0.000025,0.02,0.1,5000,50,3928,5599,3928-5599,"['26', '36', '38', '15', '35', '17', '46', '41']","['34', '39', '4', '25', '29', '18', '22', '13', '48', '45', '7', '2', '30', '27', '42', '20', '3', '9', '33', '47', '8', '16', '49', '6', '28', '12', '24', '44', '21', '50', '1', '23', '10', '14']","['32', '11', '37', '19', '40', '43']",166,7,173,90.9,,,,,✅ Complete (8/8),53.18000000000001,100,8/8,100,8,8,8/8,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,3762-5592,90.9%,100.0%,0,90.9,,,,,,,,,,50,82.7,0,1,3,0,5,❌ None
236,98,99,5,50.17024174327544,39,10025,6,✅ Complete Match (1/1),Step 2: Best Match,6,6,7,39,1,33,85.7%,15.4%,✅ Equal,46,12,34,39_Recombination events.csv|10025,10025,39_Recombination events.csv,5760,10000,"['1', '25', '39']",1000,0.000025,0.02,0.1,5000,50,5632,9784,5632-9784,"['1', '39', '25']",['28'],"['8', '7']",128,216,344,94.9,,,,,✅ Complete (3/3),53.98,100,3/3,100,3,3,3/3,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,5760-10000,94.9%,100.0%,0,94.9,,,,,,,,,,33.33333333333333,65.6,0,1,3,0,6,❌ None
237,157,158,6,15.423901940755874,39,480,2,✅ Complete Match (1/1),Step 2: Best Match,6,6,7,39,1,33,85.7%,15.4%,✅ Equal,46,12,34,39_Recombination events.csv|480,480,39_Recombination events.csv,5253,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.000025,0.02,0.1,5000,50,5667,9716,5667-9716,['31'],"['34', '39', '4', '25', '29', '18', '22', '5', '13', '48', '45', '7', '2', '30', '27', '42', '20', '3', '9', '33', '47', '8', '16', '49', '6', '28', '12', '24', '21', '1', '23', '10', '14']","['26', '36', '38', '15', '35', '17', '46', '41']",414,284,698,85.3,,,,,🎯 Perfect (1/1),52.06,2,1/1,100,50,1,1/1,50,94.8,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,5253-10000,85.3%,100.0%,0,85.3,,,,,,,,,,0,30.200000000000003,0,1,3,0,2,❌ None
238,5,6,1,100,40,9753,1,Standard_Match,Step 1: Approximate,9,9,12,45,3,36,75.0%,20.0%,✅ Equal,57,18,39,40_Recombination events.csv|9753,9753,40_Recombination events.csv,2454,4020,['47'],1000,0.000025,0.02,0.1,5000,50,2450,4023,2450-4023,['47'],['17'],['26'],4,3,7,100,1566,391.5,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,2454-4020,100.0%,100.0%,0,100,,,,,,,,,,100,99.3,0,1,7,0,1,❌ None
239,17,18,2,99.69788519637464,40,9345,9,Standard_Match,Step 1: Approximate,9,9,12,45,3,36,75.0%,20.0%,✅ Equal,57,18,39,40_Recombination events.csv|9345,9345,40_Recombination events.csv,3483,4284,['2'],1000,0.000025,0.02,0.1,5000,50,3476,4290,3476-4290,['2'],['17'],['20'],7,6,13,100,801,200.2,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,9,3483-4284,100.0%,100.0%,0,100,,,,,,,,,,100,98.7,0,1,7,0,9,❌ None
